,Case Study,Scenario,Unit Process Name,Variable,Unit,Value,model,Metric
286,Carlsbad,Baseline,chlorination_twb,Consumer_Price_Index,,1.258749457,Excel,
287,Carlsbad,Baseline,chlorination_twb,Grid_Electricity,kWh,0,Excel,
288,Carlsbad,Baseline,chlorination_twb,Inlet Water,m3/hr,8639,Excel,
289,Carlsbad,Baseline,chlorination_twb,Outlet Water,m3/hr,8639,Excel,
290,Carlsbad,Baseline,ammonia_addition,Fixed Capital Investment (FCI),$MM,0.810622014,Excel,
291,Carlsbad,Baseline,ammonia_addition,Land_Cost,$MM,0.001215933,Excel,
292,Carlsbad,Baseline,ammonia_addition,Working Capital,$MM,0.040531101,Excel,
293,Carlsbad,Baseline,ammonia_addition,Total Capital Investment (TCI),$MM,0.852369048,Excel,
294,Carlsbad,Baseline,ammonia_addition,Catalysts and Chemicals,$MM/yr,0,Excel,
295,Carlsbad,Baseline,ammonia_addition,Electricity,$MM/yr,1.15E-05,Excel,
296,Carlsbad,Baseline,ammonia_addition,Fuel and Other Utilities,$MM/yr,0,Excel,
297,Carlsbad,Baseline,ammonia_addition,Replacement Parts,$MM/yr,0,Excel,
298,Carlsbad,Baseline,ammonia_addition,Other Operating Costs,$MM/yr,0,Excel,
299,Carlsbad,Baseline,ammonia_addition,Total Variable Operating Costs,$MM/yr,1.15E-05,Excel,
300,Carlsbad,Baseline,ammonia_addition,Employee Salaries,$MM/yr,0.000822272,Excel,
301,Carlsbad,Baseline,ammonia_addition,Benefits,$MM/yr,0.000740044,Excel,
302,Carlsbad,Baseline,ammonia_addition,Maintenance,$MM/yr,0.006484976,Excel,
303,Carlsbad,Baseline,ammonia_addition,Laboratory,$MM/yr,0.002161659,Excel,
304,Carlsbad,Baseline,ammonia_addition,Insurance and Taxes,$MM/yr,0.001513161,Excel,
305,Carlsbad,Baseline,ammonia_addition,Total Fixed Operating Costs,$MM/yr,0.011722112,Excel,
306,Carlsbad,Baseline,ammonia_addition,Capacity_Basis_for_Fixed_Capital_Cost,,10000,Excel,
307,Carlsbad,Baseline,ammonia_addition,Base_Fixed_Capital_Cost,$MM,0.724495372,Excel,
308,Carlsbad,Baseline,ammonia_addition,Capital_Scaling_Exponent,,0.4219,Excel,
309,Carlsbad,Baseline,ammonia_addition,Base_Employee_Salary_Cost,$MM/yr,0.000724495,Excel,
310,Carlsbad,Baseline,ammonia_addition,Fixed_Op_Cost_Scaling_Exponent,,0.7,Excel,
311,Carlsbad,Baseline,ammonia_addition,Basis_Year,,2007,Excel,
312,Carlsbad,Baseline,ammonia_addition,Capital_and_Replacement_Parts,,1.190128031,Excel,
313,Carlsbad,Baseline,ammonia_addition,Catalysts_and_Chemicals,,1.44979311,Excel,
314,Carlsbad,Baseline,ammonia_addition,Labor_and_Other_Fixed_Costs,,1.257370474,Excel,
315,Carlsbad,Baseline,ammonia_addition,Consumer_Price_Index,,1.258749457,Excel,
316,Carlsbad,Baseline,ammonia_addition,Grid_Electricity,kWh,0,Excel,
317,Carlsbad,Baseline,ammonia_addition,Inlet Water,m3/hr,8639,Excel,
318,Carlsbad,Baseline,ammonia_addition,Outlet Water,m3/hr,8639,Excel,
319,Carlsbad,Baseline,treated_storage_24_hr,Fixed Capital Investment (FCI),$MM,36.56378852,Excel,
320,Carlsbad,Baseline,treated_storage_24_hr,Land_Cost,$MM,0.054845683,Excel,
321,Carlsbad,Baseline,treated_storage_24_hr,Working Capital,$MM,1.828189426,Excel,
322,Carlsbad,Baseline,treated_storage_24_hr,Total Capital Investment (TCI),$MM,38.44682363,Excel,
323,Carlsbad,Baseline,treated_storage_24_hr,Catalysts and Chemicals,$MM/yr,0,Excel,
324,Carlsbad,Baseline,treated_storage_24_hr,Electricity,$MM/yr,0,Excel,
325,Carlsbad,Baseline,treated_storage_24_hr,Fuel and Other Utilities,$MM/yr,0,Excel,
326,Carlsbad,Baseline,treated_storage_24_hr,Replacement Parts,$MM/yr,0,Excel,
327,Carlsbad,Baseline,treated_storage_24_hr,Other Operating Costs,$MM/yr,0,Excel,
328,Carlsbad,Baseline,treated_storage_24_hr,Total Variable Operating Costs,$MM/yr,0,Excel,
329,Carlsbad,Baseline,treated_storage_24_hr,Employee Salaries,$MM/yr,0.030941175,Excel,
330,Carlsbad,Baseline,treated_storage_24_hr,Benefits,$MM/yr,0.027847057,Excel,
331,Carlsbad,Baseline,treated_storage_24_hr,Maintenance,$MM/yr,0.292510308,Excel,
332,Carlsbad,Baseline,treated_storage_24_hr,Laboratory,$MM/yr,0.097503436,Excel,
333,Carlsbad,Baseline,treated_storage_24_hr,Insurance and Taxes,$MM/yr,0.068252405,Excel,
334,Carlsbad,Baseline,treated_storage_24_hr,Total Fixed Operating Costs,$MM/yr,0.517054382,Excel,
335,Carlsbad,Baseline,treated_storage_24_hr,Capacity_Basis_for_Fixed_Capital_Cost,,1577.255207,Excel,
336,Carlsbad,Baseline,treated_storage_24_hr,Base_Fixed_Capital_Cost,$MM,6.8784383,Excel,
337,Carlsbad,Baseline,treated_storage_24_hr,Capital_Scaling_Exponent,,0.7132,Excel,
338,Carlsbad,Baseline,treated_storage_24_hr,Base_Employee_Salary_Cost,$MM/yr,0.006878438,Excel,
339,Carlsbad,Baseline,treated_storage_24_hr,Fixed_Op_Cost_Scaling_Exponent,,0.7,Excel,
340,Carlsbad,Baseline,treated_storage_24_hr,Basis_Year,,2002,Excel,
341,Carlsbad,Baseline,treated_storage_24_hr,Capital_and_Replacement_Parts,,1.580619989,Excel,
342,Carlsbad,Baseline,treated_storage_24_hr,Catalysts_and_Chemicals,,1.873763123,Excel,
343,Carlsbad,Baseline,treated_storage_24_hr,Labor_and_Other_Fixed_Costs,,1.367923916,Excel,
344,Carlsbad,Baseline,treated_storage_24_hr,Consumer_Price_Index,,1.450759477,Excel,
345,Carlsbad,Baseline,treated_storage_24_hr,Grid_Electricity,kWh,0,Excel,
346,Carlsbad,Baseline,treated_storage_24_hr,Inlet Water,m3/hr,8639,Excel,
347,Carlsbad,Baseline,treated_storage_24_hr,Outlet Water,m3/hr,8639,Excel,
348,Carlsbad,Baseline,municipal_drinking,Fixed Capital Investment (FCI),$MM,4.383651369,Excel,
349,Carlsbad,Baseline,municipal_drinking,Land_Cost,$MM,0.006575477,Excel,
350,Carlsbad,Baseline,municipal_drinking,Working Capital,$MM,0.219182568,Excel,
351,Carlsbad,Baseline,municipal_drinking,Total Capital Investment (TCI),$MM,4.609409414,Excel,
352,Carlsbad,Baseline,municipal_drinking,Catalysts and Chemicals,$MM/yr,0,Excel,
353,Carlsbad,Baseline,municipal_drinking,Electricity,$MM/yr,3.115131867,Excel,
354,Carlsbad,Baseline,municipal_drinking,Fuel and Other Utilities,$MM/yr,0,Excel,
355,Carlsbad,Baseline,municipal_drinking,Replacement Parts,$MM/yr,0,Excel,
356,Carlsbad,Baseline,municipal_drinking,Other Operating Costs,$MM/yr,0,Excel,
357,Carlsbad,Baseline,municipal_drinking,Total Variable Operating Costs,$MM/yr,3.115131867,Excel,
358,Carlsbad,Baseline,municipal_drinking,Employee Salaries,$MM/yr,0.004843488,Excel,
359,Carlsbad,Baseline,municipal_drinking,Benefits,$MM/yr,0.004359139,Excel,
360,Carlsbad,Baseline,municipal_drinking,Maintenance,$MM/yr,0.035069211,Excel,
361,Carlsbad,Baseline,municipal_drinking,Laboratory,$MM/yr,0.011689737,Excel,
362,Carlsbad,Baseline,municipal_drinking,Insurance and Taxes,$MM/yr,0.008182816,Excel,
363,Carlsbad,Baseline,municipal_drinking,Total Fixed Operating Costs,$MM/yr,0.064144392,Excel,
364,Carlsbad,Baseline,municipal_drinking,Capacity_Basis_for_Fixed_Capital_Cost,,15772.5491,Excel,
365,Carlsbad,Baseline,municipal_drinking,Base_Fixed_Capital_Cost,$MM,7.381985478,Excel,
366,Carlsbad,Baseline,municipal_drinking,Capital_Scaling_Exponent,,0.8657,Excel,
367,Carlsbad,Baseline,municipal_drinking,Base_Employee_Salary_Cost,$MM/yr,0.007381985,Excel,
368,Carlsbad,Baseline,municipal_drinking,Fixed_Op_Cost_Scaling_Exponent,,0.7,Excel,
369,Carlsbad,Baseline,municipal_drinking,Basis_Year,,2020,Excel,
370,Carlsbad,Baseline,municipal_drinking,Capital_and_Replacement_Parts,,1,Excel,
371,Carlsbad,Baseline,municipal_drinking,Catalysts_and_Chemicals,,1,Excel,
372,Carlsbad,Baseline,municipal_drinking,Labor_and_Other_Fixed_Costs,,1,Excel,
373,Carlsbad,Baseline,municipal_drinking,Consumer_Price_Index,,1,Excel,
374,Carlsbad,Baseline,municipal_drinking,Grid_Electricity,kWh,0.3072,Excel,
375,Carlsbad,Baseline,municipal_drinking,Inlet Water,m3/hr,8639,Excel,
376,Carlsbad,Baseline,municipal_drinking,Outlet Water,m3/hr,8639,Excel,
377,Carlsbad,Baseline,backwash_solids_handling,Fixed Capital Investment (FCI),$MM,14.72287486,Excel,
378,Carlsbad,Baseline,backwash_solids_handling,Land_Cost,$MM,0.022084312,Excel,
379,Carlsbad,Baseline,backwash_solids_handling,Working Capital,$MM,0.736143743,Excel,
380,Carlsbad,Baseline,backwash_solids_handling,Total Capital Investment (TCI),$MM,15.48110292,Excel,
381,Carlsbad,Baseline,backwash_solids_handling,Catalysts and Chemicals,$MM/yr,0,Excel,
382,Carlsbad,Baseline,backwash_solids_handling,Electricity,$MM/yr,0.245463576,Excel,
383,Carlsbad,Baseline,backwash_solids_handling,Fuel and Other Utilities,$MM/yr,0,Excel,
384,Carlsbad,Baseline,backwash_solids_handling,Replacement Parts,$MM/yr,0,Excel,
385,Carlsbad,Baseline,backwash_solids_handling,Other Operating Costs,$MM/yr,0,Excel,
386,Carlsbad,Baseline,backwash_solids_handling,Total Variable Operating Costs,$MM/yr,0.245463576,Excel,
387,Carlsbad,Baseline,backwash_solids_handling,Employee Salaries,$MM/yr,0.014701698,Excel,
388,Carlsbad,Baseline,backwash_solids_handling,Benefits,$MM/yr,0.013231528,Excel,
389,Carlsbad,Baseline,backwash_solids_handling,Maintenance,$MM/yr,0.117782999,Excel,
390,Carlsbad,Baseline,backwash_solids_handling,Laboratory,$MM/yr,0.039261,Excel,
391,Carlsbad,Baseline,backwash_solids_handling,Insurance and Taxes,$MM/yr,0.0274827,Excel,
392,Carlsbad,Baseline,backwash_solids_handling,Total Fixed Operating Costs,$MM/yr,0.212459924,Excel,
393,Carlsbad,Baseline,backwash_solids_handling,Capacity_Basis_for_Fixed_Capital_Cost,,1577254.91,Excel,
394,Carlsbad,Baseline,backwash_solids_handling,Base_Fixed_Capital_Cost,$MM,9.7583604,Excel,
395,Carlsbad,Baseline,backwash_solids_handling,Capital_Scaling_Exponent,,0.918347912,Excel,
396,Carlsbad,Baseline,backwash_solids_handling,Base_Employee_Salary_Cost,$MM/yr,0.00975836,Excel,
397,Carlsbad,Baseline,backwash_solids_handling,Fixed_Op_Cost_Scaling_Exponent,,0.7,Excel,
398,Carlsbad,Baseline,backwash_solids_handling,Basis_Year,,2007,Excel,
399,Carlsbad,Baseline,backwash_solids_handling,Capital_and_Replacement_Parts,,1.190128031,Excel,
400,Carlsbad,Baseline,backwash_solids_handling,Catalysts_and_Chemicals,,1.44979311,Excel,
401,Carlsbad,Baseline,backwash_solids_handling,Labor_and_Other_Fixed_Costs,,1.257370474,Excel,
402,Carlsbad,Baseline,backwash_solids_handling,Consumer_Price_Index,,1.258749457,Excel,
403,Carlsbad,Baseline,backwash_solids_handling,Grid_Electricity,kWh,0.1024,Excel,
404,Carlsbad,Baseline,backwash_solids_handling,Inlet Water,m3/hr,1823,Excel,
405,Carlsbad,Baseline,backwash_solids_handling,Outlet Water,m3/hr,1732,Excel,
406,Carlsbad,Baseline,surface_discharge,Fixed Capital Investment (FCI),$MM,27.68756789,Excel,
407,Carlsbad,Baseline,surface_discharge,Land_Cost,$MM,0.041531352,Excel,
408,Carlsbad,Baseline,surface_discharge,Working Capital,$MM,1.384378394,Excel,
409,Carlsbad,Baseline,surface_discharge,Total Capital Investment (TCI),$MM,29.11347764,Excel,
410,Carlsbad,Baseline,surface_discharge,Catalysts and Chemicals,$MM/yr,0,Excel,
411,Carlsbad,Baseline,surface_discharge,Electricity,$MM/yr,1.04542122,Excel,
412,Carlsbad,Baseline,surface_discharge,Fuel and Other Utilities,$MM/yr,0,Excel,
413,Carlsbad,Baseline,surface_discharge,Replacement Parts,$MM/yr,0,Excel,
414,Carlsbad,Baseline,surface_discharge,Other Operating Costs,$MM/yr,0,Excel,
415,Carlsbad,Baseline,surface_discharge,Total Variable Operating Costs,$MM/yr,1.04542122,Excel,
416,Carlsbad,Baseline,surface_discharge,Employee Salaries,$MM/yr,0.028618578,Excel,
417,Carlsbad,Baseline,surface_discharge,Benefits,$MM/yr,0.02575672,Excel,
418,Carlsbad,Baseline,surface_discharge,Maintenance,$MM/yr,0.221500543,Excel,
419,Carlsbad,Baseline,surface_discharge,Laboratory,$MM/yr,0.073833514,Excel,
420,Carlsbad,Baseline,surface_discharge,Insurance and Taxes,$MM/yr,0.05168346,Excel,
421,Carlsbad,Baseline,surface_discharge,Total Fixed Operating Costs,$MM/yr,0.401392816,Excel,
422,Carlsbad,Baseline,surface_discharge,Capacity_Basis_for_Fixed_Capital_Cost,,10416.66667,Excel,
423,Carlsbad,Baseline,surface_discharge,Base_Fixed_Capital_Cost,$MM,35,Excel,
424,Carlsbad,Baseline,surface_discharge,Capital_Scaling_Exponent,,0.8725,Excel,
425,Carlsbad,Baseline,surface_discharge,Base_Employee_Salary_Cost,$MM/yr,0.035,Excel,
426,Carlsbad,Baseline,surface_discharge,Fixed_Op_Cost_Scaling_Exponent,,0.7,Excel,
427,Carlsbad,Baseline,surface_discharge,Basis_Year,,2020,Excel,
428,Carlsbad,Baseline,surface_discharge,Capital_and_Replacement_Parts,,0.92591044,Excel,
429,Carlsbad,Baseline,surface_discharge,Catalysts_and_Chemicals,,0.902221998,Excel,
430,Carlsbad,Baseline,surface_discharge,Labor_and_Other_Fixed_Costs,,0.927723299,Excel,
431,Carlsbad,Baseline,surface_discharge,Consumer_Price_Index,,0.92306317,Excel,
432,Carlsbad,Baseline,surface_discharge,Grid_Electricity,kWh,0.102398663,Excel,
433,Carlsbad,Baseline,surface_discharge,Inlet Water,m3/hr,"7,770",Excel,
434,Carlsbad,Baseline,surface_discharge,Outlet Water,m3/hr,"7,770",Excel,
435,Carlsbad,Baseline,landfill,Fixed Capital Investment (FCI),$MM,0.016240841,Excel,
436,Carlsbad,Baseline,landfill,Land_Cost,$MM,2.44E-05,Excel,
437,Carlsbad,Baseline,landfill,Working Capital,$MM,0.000812042,Excel,
438,Carlsbad,Baseline,landfill,Total Capital Investment (TCI),$MM,0.017077244,Excel,
439,Carlsbad,Baseline,landfill,Catalysts and Chemicals,$MM/yr,0,Excel,
440,Carlsbad,Baseline,landfill,Electricity,$MM/yr,0,Excel,
441,Carlsbad,Baseline,landfill,Fuel and Other Utilities,$MM/yr,0,Excel,
442,Carlsbad,Baseline,landfill,Replacement Parts,$MM/yr,0,Excel,
443,Carlsbad,Baseline,landfill,Other Operating Costs,$MM/yr,0,Excel,
444,Carlsbad,Baseline,landfill,Total Variable Operating Costs,$MM/yr,0,Excel,
445,Carlsbad,Baseline,landfill,Employee Salaries,$MM/yr,1.63E-05,Excel,
446,Carlsbad,Baseline,landfill,Benefits,$MM/yr,1.46E-05,Excel,
447,Carlsbad,Baseline,landfill,Maintenance,$MM/yr,0.000129927,Excel,
448,Carlsbad,Baseline,landfill,Laboratory,$MM/yr,4.33E-05,Excel,
449,Carlsbad,Baseline,landfill,Insurance and Taxes,$MM/yr,3.03E-05,Excel,
450,Carlsbad,Baseline,landfill,Total Fixed Operating Costs,$MM/yr,0.00023447,Excel,
451,Carlsbad,Baseline,landfill,Capacity_Basis_for_Fixed_Capital_Cost,,100000,Excel,
452,Carlsbad,Baseline,landfill,Base_Fixed_Capital_Cost,$MM,1,Excel,
453,Carlsbad,Baseline,landfill,Capital_Scaling_Exponent,,0.7,Excel,
454,Carlsbad,Baseline,landfill,Base_Employee_Salary_Cost,$MM/yr,0.001,Excel,
455,Carlsbad,Baseline,landfill,Fixed_Op_Cost_Scaling_Exponent,,0.7,Excel,
456,Carlsbad,Baseline,landfill,Basis_Year,,2020,Excel,
457,Carlsbad,Baseline,landfill,Capital_and_Replacement_Parts,,0.92591044,Excel,
458,Carlsbad,Baseline,landfill,Catalysts_and_Chemicals,,0.902221998,Excel,
459,Carlsbad,Baseline,landfill,Labor_and_Other_Fixed_Costs,,0.927723299,Excel,
460,Carlsbad,Baseline,landfill,Consumer_Price_Index,,0.92306317,Excel,
461,Carlsbad,Baseline,landfill,Grid_Electricity,kWh,0,Excel,
462,Carlsbad,Baseline,landfill,Inlet Water,m3/hr,91,Excel,
463,Carlsbad,Baseline,landfill,Outlet Water,m3/hr,0,Excel,
0,Carlsbad,TwoPassRO,sw_onshore_intake,Fixed Capital Investment (FCI),$MM,20.98,Python,Cost
1,Carlsbad,TwoPassRO,sw_onshore_intake,Land,$MM,0.031,Python,Cost
2,Carlsbad,TwoPassRO,sw_onshore_intake,Working Capital,$MM,1.049,Python,Cost
3,Carlsbad,TwoPassRO,sw_onshore_intake,Total Capital Investment (TCI),$MM,22.061,Python,Cost
4,Carlsbad,TwoPassRO,sw_onshore_intake,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
5,Carlsbad,TwoPassRO,sw_onshore_intake,Electricity,$MM/yr,1.985,Python,Annual Cost
6,Carlsbad,TwoPassRO,sw_onshore_intake,Other Operating,$MM/yr,0.0,Python,Annual Cost
7,Carlsbad,TwoPassRO,sw_onshore_intake,Employee Salaries,$MM/yr,0.021,Python,Annual Cost
8,Carlsbad,TwoPassRO,sw_onshore_intake,Benefits,$MM/yr,0.019,Python,Annual Cost
9,Carlsbad,TwoPassRO,sw_onshore_intake,Maintenance,$MM/yr,0.168,Python,Annual Cost
10,Carlsbad,TwoPassRO,sw_onshore_intake,Laboratory,$MM/yr,0.063,Python,Annual Cost
11,Carlsbad,TwoPassRO,sw_onshore_intake,Insurance and Taxes,$MM/yr,0.042,Python,Annual Cost
12,Carlsbad,TwoPassRO,sw_onshore_intake,Total Fixed Operating ,$MM/yr,0.313,Python,Annual Cost
13,Carlsbad,TwoPassRO,sw_onshore_intake,Base Employee Salary,$MM/yr,0.02,Python,Annual Cost
14,Carlsbad,TwoPassRO,sw_onshore_intake,Electricity consumption,kWh/m3,0.102,Python,Electricity
15,Carlsbad,TwoPassRO,sw_onshore_intake,Total Unit Cost,$MM,24.358,Python,Cost
16,Carlsbad,TwoPassRO,sw_onshore_intake,Inlet Water,m3/s,4.583,Python,Water Flow
17,Carlsbad,TwoPassRO,sw_onshore_intake,Outlet Water,m3/s,4.583,Python,Water Flow
18,Carlsbad,TwoPassRO,sw_onshore_intake,Waste Water,m3/s,0.0,Python,Water Flow
19,Carlsbad,TwoPassRO,sw_onshore_intake,TDS,kg/m3,35.0,Python,Inlet Constituent
20,Carlsbad,TwoPassRO,sw_onshore_intake,TDS,kg/m3,35.0,Python,Outlet Constituent
21,Carlsbad,TwoPassRO,sw_onshore_intake,TDS,kg/m3,-0.0,Python,Waste Constituent
22,Carlsbad,TwoPassRO,sw_onshore_intake,TDS,kg,160.416,Python,Inlet Constituent Total Mass
23,Carlsbad,TwoPassRO,sw_onshore_intake,TDS,kg,160.416,Python,Outlet Constituent Total Mass
24,Carlsbad,TwoPassRO,sw_onshore_intake,TDS,kg,-0.0,Python,Waste Constituent Total Mass
25,Carlsbad,TwoPassRO,sw_onshore_intake,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
26,Carlsbad,TwoPassRO,sw_onshore_intake,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
27,Carlsbad,TwoPassRO,sw_onshore_intake,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Waste Constituent
28,Carlsbad,TwoPassRO,sw_onshore_intake,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
29,Carlsbad,TwoPassRO,sw_onshore_intake,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
30,Carlsbad,TwoPassRO,sw_onshore_intake,Aluminum_Al2_SO4_3,kg,0.0,Python,Waste Constituent Total Mass
31,Carlsbad,TwoPassRO,sw_onshore_intake,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
32,Carlsbad,TwoPassRO,sw_onshore_intake,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
33,Carlsbad,TwoPassRO,sw_onshore_intake,Anionic_Polymer,kg/m3,0.0,Python,Waste Constituent
34,Carlsbad,TwoPassRO,sw_onshore_intake,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
35,Carlsbad,TwoPassRO,sw_onshore_intake,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
36,Carlsbad,TwoPassRO,sw_onshore_intake,Anionic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
37,Carlsbad,TwoPassRO,sw_onshore_intake,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
38,Carlsbad,TwoPassRO,sw_onshore_intake,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
39,Carlsbad,TwoPassRO,sw_onshore_intake,Cationic_Polymer,kg/m3,0.0,Python,Waste Constituent
40,Carlsbad,TwoPassRO,sw_onshore_intake,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
41,Carlsbad,TwoPassRO,sw_onshore_intake,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
42,Carlsbad,TwoPassRO,sw_onshore_intake,Cationic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
43,Carlsbad,TwoPassRO,sw_onshore_intake,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
44,Carlsbad,TwoPassRO,sw_onshore_intake,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
45,Carlsbad,TwoPassRO,sw_onshore_intake,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Waste Constituent
46,Carlsbad,TwoPassRO,sw_onshore_intake,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
47,Carlsbad,TwoPassRO,sw_onshore_intake,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
48,Carlsbad,TwoPassRO,sw_onshore_intake,Sulphuric_Acid_H2SO4,kg,0.0,Python,Waste Constituent Total Mass
49,Carlsbad,TwoPassRO,sw_onshore_intake,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
50,Carlsbad,TwoPassRO,sw_onshore_intake,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
51,Carlsbad,TwoPassRO,sw_onshore_intake,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Waste Constituent
52,Carlsbad,TwoPassRO,sw_onshore_intake,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
53,Carlsbad,TwoPassRO,sw_onshore_intake,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
54,Carlsbad,TwoPassRO,sw_onshore_intake,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Waste Constituent Total Mass
55,Carlsbad,TwoPassRO,sw_onshore_intake,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
56,Carlsbad,TwoPassRO,sw_onshore_intake,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
57,Carlsbad,TwoPassRO,sw_onshore_intake,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Waste Constituent
58,Carlsbad,TwoPassRO,sw_onshore_intake,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
59,Carlsbad,TwoPassRO,sw_onshore_intake,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
60,Carlsbad,TwoPassRO,sw_onshore_intake,Lime_Suspension_CaOH_2,kg,0.0,Python,Waste Constituent Total Mass
61,Carlsbad,TwoPassRO,coag_and_floc,Fixed Capital Investment (FCI),$MM,11.766,Python,Cost
62,Carlsbad,TwoPassRO,coag_and_floc,Land,$MM,0.018,Python,Cost
63,Carlsbad,TwoPassRO,coag_and_floc,Working Capital,$MM,0.588,Python,Cost
64,Carlsbad,TwoPassRO,coag_and_floc,Total Capital Investment (TCI),$MM,12.372,Python,Cost
65,Carlsbad,TwoPassRO,coag_and_floc,Catalysts and Chemicals,$MM/yr,1.009,Python,Annual Cost
66,Carlsbad,TwoPassRO,coag_and_floc,Electricity,$MM/yr,0.098,Python,Annual Cost
67,Carlsbad,TwoPassRO,coag_and_floc,Other Operating,$MM/yr,0.0,Python,Annual Cost
68,Carlsbad,TwoPassRO,coag_and_floc,Employee Salaries,$MM/yr,0.012,Python,Annual Cost
69,Carlsbad,TwoPassRO,coag_and_floc,Benefits,$MM/yr,0.011,Python,Annual Cost
70,Carlsbad,TwoPassRO,coag_and_floc,Maintenance,$MM/yr,0.094,Python,Annual Cost
71,Carlsbad,TwoPassRO,coag_and_floc,Laboratory,$MM/yr,0.035,Python,Annual Cost
72,Carlsbad,TwoPassRO,coag_and_floc,Insurance and Taxes,$MM/yr,0.024,Python,Annual Cost
73,Carlsbad,TwoPassRO,coag_and_floc,Total Fixed Operating ,$MM/yr,0.175,Python,Annual Cost
74,Carlsbad,TwoPassRO,coag_and_floc,Base Employee Salary,$MM/yr,0.012,Python,Annual Cost
75,Carlsbad,TwoPassRO,coag_and_floc,Electricity consumption,kWh/m3,0.005,Python,Electricity
76,Carlsbad,TwoPassRO,coag_and_floc,Total Unit Cost,$MM,13.654,Python,Cost
77,Carlsbad,TwoPassRO,coag_and_floc,Inlet Water,m3/s,4.583,Python,Water Flow
78,Carlsbad,TwoPassRO,coag_and_floc,Outlet Water,m3/s,4.583,Python,Water Flow
79,Carlsbad,TwoPassRO,coag_and_floc,Waste Water,m3/s,0.0,Python,Water Flow
80,Carlsbad,TwoPassRO,coag_and_floc,TDS,kg/m3,35.0,Python,Inlet Constituent
81,Carlsbad,TwoPassRO,coag_and_floc,TDS,kg/m3,35.001,Python,Outlet Constituent
82,Carlsbad,TwoPassRO,coag_and_floc,TDS,kg/m3,-0.0,Python,Waste Constituent
83,Carlsbad,TwoPassRO,coag_and_floc,TDS,kg,160.416,Python,Inlet Constituent Total Mass
84,Carlsbad,TwoPassRO,coag_and_floc,TDS,kg,160.416,Python,Outlet Constituent Total Mass
85,Carlsbad,TwoPassRO,coag_and_floc,TDS,kg,-0.0,Python,Waste Constituent Total Mass
86,Carlsbad,TwoPassRO,coag_and_floc,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
87,Carlsbad,TwoPassRO,coag_and_floc,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
88,Carlsbad,TwoPassRO,coag_and_floc,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Waste Constituent
89,Carlsbad,TwoPassRO,coag_and_floc,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
90,Carlsbad,TwoPassRO,coag_and_floc,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
91,Carlsbad,TwoPassRO,coag_and_floc,Aluminum_Al2_SO4_3,kg,0.0,Python,Waste Constituent Total Mass
92,Carlsbad,TwoPassRO,coag_and_floc,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
93,Carlsbad,TwoPassRO,coag_and_floc,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
