,Case Study,Scenario,Unit Process Name,Variable,Unit,Value,model,Metric
799,Carlsbad,TwoPassRO,municipal_drinking,Other Operating,$MM/yr,0.0,Python,Annual Cost
800,Carlsbad,TwoPassRO,municipal_drinking,Employee Salaries,$MM/yr,0.004,Python,Annual Cost
801,Carlsbad,TwoPassRO,municipal_drinking,Benefits,$MM/yr,0.004,Python,Annual Cost
802,Carlsbad,TwoPassRO,municipal_drinking,Maintenance,$MM/yr,0.035,Python,Annual Cost
803,Carlsbad,TwoPassRO,municipal_drinking,Laboratory,$MM/yr,0.013,Python,Annual Cost
804,Carlsbad,TwoPassRO,municipal_drinking,Insurance and Taxes,$MM/yr,0.009,Python,Annual Cost
805,Carlsbad,TwoPassRO,municipal_drinking,Total Fixed Operating ,$MM/yr,0.065,Python,Annual Cost
806,Carlsbad,TwoPassRO,municipal_drinking,Base Employee Salary,$MM/yr,0.004,Python,Annual Cost
807,Carlsbad,TwoPassRO,municipal_drinking,Electricity consumption,kWh/m3,0.307,Python,Electricity
808,Carlsbad,TwoPassRO,municipal_drinking,Total Unit Cost,$MM,7.703,Python,Cost
809,Carlsbad,TwoPassRO,municipal_drinking,Inlet Water,m3/s,2.37,Python,Water Flow
810,Carlsbad,TwoPassRO,municipal_drinking,Outlet Water,m3/s,2.37,Python,Water Flow
811,Carlsbad,TwoPassRO,municipal_drinking,Waste Water,m3/s,0.0,Python,Water Flow
812,Carlsbad,TwoPassRO,municipal_drinking,TDS,kg/m3,0.004,Python,Inlet Constituent
813,Carlsbad,TwoPassRO,municipal_drinking,TDS,kg/m3,0.004,Python,Outlet Constituent
814,Carlsbad,TwoPassRO,municipal_drinking,TDS,kg/m3,0.0,Python,Waste Constituent
815,Carlsbad,TwoPassRO,municipal_drinking,TDS,kg,0.01,Python,Inlet Constituent Total Mass
816,Carlsbad,TwoPassRO,municipal_drinking,TDS,kg,0.01,Python,Outlet Constituent Total Mass
817,Carlsbad,TwoPassRO,municipal_drinking,TDS,kg,0.0,Python,Waste Constituent Total Mass
818,Carlsbad,TwoPassRO,municipal_drinking,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
819,Carlsbad,TwoPassRO,municipal_drinking,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
820,Carlsbad,TwoPassRO,municipal_drinking,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Waste Constituent
821,Carlsbad,TwoPassRO,municipal_drinking,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
822,Carlsbad,TwoPassRO,municipal_drinking,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
823,Carlsbad,TwoPassRO,municipal_drinking,Aluminum_Al2_SO4_3,kg,0.0,Python,Waste Constituent Total Mass
824,Carlsbad,TwoPassRO,municipal_drinking,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
825,Carlsbad,TwoPassRO,municipal_drinking,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
826,Carlsbad,TwoPassRO,municipal_drinking,Anionic_Polymer,kg/m3,0.0,Python,Waste Constituent
827,Carlsbad,TwoPassRO,municipal_drinking,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
828,Carlsbad,TwoPassRO,municipal_drinking,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
829,Carlsbad,TwoPassRO,municipal_drinking,Anionic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
830,Carlsbad,TwoPassRO,municipal_drinking,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
831,Carlsbad,TwoPassRO,municipal_drinking,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
832,Carlsbad,TwoPassRO,municipal_drinking,Cationic_Polymer,kg/m3,0.0,Python,Waste Constituent
833,Carlsbad,TwoPassRO,municipal_drinking,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
834,Carlsbad,TwoPassRO,municipal_drinking,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
835,Carlsbad,TwoPassRO,municipal_drinking,Cationic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
836,Carlsbad,TwoPassRO,municipal_drinking,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
837,Carlsbad,TwoPassRO,municipal_drinking,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
838,Carlsbad,TwoPassRO,municipal_drinking,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Waste Constituent
839,Carlsbad,TwoPassRO,municipal_drinking,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
840,Carlsbad,TwoPassRO,municipal_drinking,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
841,Carlsbad,TwoPassRO,municipal_drinking,Sulphuric_Acid_H2SO4,kg,0.0,Python,Waste Constituent Total Mass
842,Carlsbad,TwoPassRO,municipal_drinking,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
843,Carlsbad,TwoPassRO,municipal_drinking,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
844,Carlsbad,TwoPassRO,municipal_drinking,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Waste Constituent
845,Carlsbad,TwoPassRO,municipal_drinking,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
846,Carlsbad,TwoPassRO,municipal_drinking,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
847,Carlsbad,TwoPassRO,municipal_drinking,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Waste Constituent Total Mass
848,Carlsbad,TwoPassRO,municipal_drinking,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
849,Carlsbad,TwoPassRO,municipal_drinking,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
850,Carlsbad,TwoPassRO,municipal_drinking,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Waste Constituent
851,Carlsbad,TwoPassRO,municipal_drinking,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
852,Carlsbad,TwoPassRO,municipal_drinking,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
853,Carlsbad,TwoPassRO,municipal_drinking,Lime_Suspension_CaOH_2,kg,0.0,Python,Waste Constituent Total Mass
854,Carlsbad,TwoPassRO,backwash_solids_handling,Fixed Capital Investment (FCI),$MM,14.723,Python,Cost
855,Carlsbad,TwoPassRO,backwash_solids_handling,Land,$MM,0.022,Python,Cost
856,Carlsbad,TwoPassRO,backwash_solids_handling,Working Capital,$MM,0.736,Python,Cost
857,Carlsbad,TwoPassRO,backwash_solids_handling,Total Capital Investment (TCI),$MM,15.482,Python,Cost
858,Carlsbad,TwoPassRO,backwash_solids_handling,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
859,Carlsbad,TwoPassRO,backwash_solids_handling,Electricity,$MM/yr,0.245,Python,Annual Cost
860,Carlsbad,TwoPassRO,backwash_solids_handling,Other Operating,$MM/yr,0.0,Python,Annual Cost
861,Carlsbad,TwoPassRO,backwash_solids_handling,Employee Salaries,$MM/yr,0.016,Python,Annual Cost
862,Carlsbad,TwoPassRO,backwash_solids_handling,Benefits,$MM/yr,0.014,Python,Annual Cost
863,Carlsbad,TwoPassRO,backwash_solids_handling,Maintenance,$MM/yr,0.118,Python,Annual Cost
864,Carlsbad,TwoPassRO,backwash_solids_handling,Laboratory,$MM/yr,0.044,Python,Annual Cost
865,Carlsbad,TwoPassRO,backwash_solids_handling,Insurance and Taxes,$MM/yr,0.029,Python,Annual Cost
866,Carlsbad,TwoPassRO,backwash_solids_handling,Total Fixed Operating ,$MM/yr,0.221,Python,Annual Cost
867,Carlsbad,TwoPassRO,backwash_solids_handling,Base Employee Salary,$MM/yr,0.012,Python,Annual Cost
868,Carlsbad,TwoPassRO,backwash_solids_handling,Electricity consumption,kWh/m3,0.0,Python,Electricity
869,Carlsbad,TwoPassRO,backwash_solids_handling,Total Unit Cost,$MM,15.948,Python,Cost
870,Carlsbad,TwoPassRO,backwash_solids_handling,Inlet Water,m3/s,0.506,Python,Water Flow
871,Carlsbad,TwoPassRO,backwash_solids_handling,Outlet Water,m3/s,0.481,Python,Water Flow
872,Carlsbad,TwoPassRO,backwash_solids_handling,Waste Water,m3/s,0.025,Python,Water Flow
873,Carlsbad,TwoPassRO,backwash_solids_handling,TDS,kg/m3,0.0,Python,Inlet Constituent
874,Carlsbad,TwoPassRO,backwash_solids_handling,TDS,kg/m3,0.0,Python,Outlet Constituent
875,Carlsbad,TwoPassRO,backwash_solids_handling,TDS,kg/m3,0.0,Python,Waste Constituent
876,Carlsbad,TwoPassRO,backwash_solids_handling,TDS,kg,0.0,Python,Inlet Constituent Total Mass
877,Carlsbad,TwoPassRO,backwash_solids_handling,TDS,kg,0.0,Python,Outlet Constituent Total Mass
878,Carlsbad,TwoPassRO,backwash_solids_handling,TDS,kg,0.0,Python,Waste Constituent Total Mass
879,Carlsbad,TwoPassRO,backwash_solids_handling,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
880,Carlsbad,TwoPassRO,backwash_solids_handling,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Outlet Constituent
881,Carlsbad,TwoPassRO,backwash_solids_handling,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Waste Constituent
882,Carlsbad,TwoPassRO,backwash_solids_handling,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
883,Carlsbad,TwoPassRO,backwash_solids_handling,Aluminum_Al2_SO4_3,kg,-0.0,Python,Outlet Constituent Total Mass
884,Carlsbad,TwoPassRO,backwash_solids_handling,Aluminum_Al2_SO4_3,kg,-0.0,Python,Waste Constituent Total Mass
885,Carlsbad,TwoPassRO,backwash_solids_handling,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
886,Carlsbad,TwoPassRO,backwash_solids_handling,Anionic_Polymer,kg/m3,-0.0,Python,Outlet Constituent
887,Carlsbad,TwoPassRO,backwash_solids_handling,Anionic_Polymer,kg/m3,-0.0,Python,Waste Constituent
888,Carlsbad,TwoPassRO,backwash_solids_handling,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
889,Carlsbad,TwoPassRO,backwash_solids_handling,Anionic_Polymer,kg,-0.0,Python,Outlet Constituent Total Mass
890,Carlsbad,TwoPassRO,backwash_solids_handling,Anionic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
891,Carlsbad,TwoPassRO,backwash_solids_handling,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
892,Carlsbad,TwoPassRO,backwash_solids_handling,Cationic_Polymer,kg/m3,-0.0,Python,Outlet Constituent
893,Carlsbad,TwoPassRO,backwash_solids_handling,Cationic_Polymer,kg/m3,-0.0,Python,Waste Constituent
894,Carlsbad,TwoPassRO,backwash_solids_handling,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
895,Carlsbad,TwoPassRO,backwash_solids_handling,Cationic_Polymer,kg,-0.0,Python,Outlet Constituent Total Mass
896,Carlsbad,TwoPassRO,backwash_solids_handling,Cationic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
897,Carlsbad,TwoPassRO,backwash_solids_handling,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
898,Carlsbad,TwoPassRO,backwash_solids_handling,Sulphuric_Acid_H2SO4,kg/m3,-0.0,Python,Outlet Constituent
899,Carlsbad,TwoPassRO,backwash_solids_handling,Sulphuric_Acid_H2SO4,kg/m3,-0.0,Python,Waste Constituent
900,Carlsbad,TwoPassRO,backwash_solids_handling,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
901,Carlsbad,TwoPassRO,backwash_solids_handling,Sulphuric_Acid_H2SO4,kg,-0.0,Python,Outlet Constituent Total Mass
902,Carlsbad,TwoPassRO,backwash_solids_handling,Sulphuric_Acid_H2SO4,kg,-0.0,Python,Waste Constituent Total Mass
903,Carlsbad,TwoPassRO,backwash_solids_handling,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
904,Carlsbad,TwoPassRO,backwash_solids_handling,Sodium_Bisullfite_NaHSO3,kg/m3,-0.0,Python,Outlet Constituent
905,Carlsbad,TwoPassRO,backwash_solids_handling,Sodium_Bisullfite_NaHSO3,kg/m3,-0.0,Python,Waste Constituent
906,Carlsbad,TwoPassRO,backwash_solids_handling,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
907,Carlsbad,TwoPassRO,backwash_solids_handling,Sodium_Bisullfite_NaHSO3,kg,-0.0,Python,Outlet Constituent Total Mass
908,Carlsbad,TwoPassRO,backwash_solids_handling,Sodium_Bisullfite_NaHSO3,kg,-0.0,Python,Waste Constituent Total Mass
909,Carlsbad,TwoPassRO,backwash_solids_handling,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
910,Carlsbad,TwoPassRO,backwash_solids_handling,Lime_Suspension_CaOH_2,kg/m3,-0.0,Python,Outlet Constituent
911,Carlsbad,TwoPassRO,backwash_solids_handling,Lime_Suspension_CaOH_2,kg/m3,-0.0,Python,Waste Constituent
912,Carlsbad,TwoPassRO,backwash_solids_handling,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
913,Carlsbad,TwoPassRO,backwash_solids_handling,Lime_Suspension_CaOH_2,kg,-0.0,Python,Outlet Constituent Total Mass
914,Carlsbad,TwoPassRO,backwash_solids_handling,Lime_Suspension_CaOH_2,kg,-0.0,Python,Waste Constituent Total Mass
915,Carlsbad,TwoPassRO,surface_discharge,Fixed Capital Investment (FCI),$MM,28.757,Python,Cost
916,Carlsbad,TwoPassRO,surface_discharge,Land,$MM,0.043,Python,Cost
917,Carlsbad,TwoPassRO,surface_discharge,Working Capital,$MM,1.438,Python,Cost
918,Carlsbad,TwoPassRO,surface_discharge,Total Capital Investment (TCI),$MM,30.238,Python,Cost
919,Carlsbad,TwoPassRO,surface_discharge,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
920,Carlsbad,TwoPassRO,surface_discharge,Electricity,$MM/yr,1.0,Python,Annual Cost
921,Carlsbad,TwoPassRO,surface_discharge,Other Operating,$MM/yr,0.0,Python,Annual Cost
922,Carlsbad,TwoPassRO,surface_discharge,Employee Salaries,$MM/yr,0.029,Python,Annual Cost
923,Carlsbad,TwoPassRO,surface_discharge,Benefits,$MM/yr,0.026,Python,Annual Cost
924,Carlsbad,TwoPassRO,surface_discharge,Maintenance,$MM/yr,0.23,Python,Annual Cost
925,Carlsbad,TwoPassRO,surface_discharge,Laboratory,$MM/yr,0.086,Python,Annual Cost
926,Carlsbad,TwoPassRO,surface_discharge,Insurance and Taxes,$MM/yr,0.058,Python,Annual Cost
927,Carlsbad,TwoPassRO,surface_discharge,Total Fixed Operating ,$MM/yr,0.428,Python,Annual Cost
928,Carlsbad,TwoPassRO,surface_discharge,Base Employee Salary,$MM/yr,0.029,Python,Annual Cost
929,Carlsbad,TwoPassRO,surface_discharge,Electricity consumption,kWh/m3,0.102,Python,Electricity
930,Carlsbad,TwoPassRO,surface_discharge,Total Unit Cost,$MM,31.666,Python,Cost
931,Carlsbad,TwoPassRO,surface_discharge,Inlet Water,m3/s,2.188,Python,Water Flow
932,Carlsbad,TwoPassRO,surface_discharge,Outlet Water,m3/s,2.188,Python,Water Flow
933,Carlsbad,TwoPassRO,surface_discharge,Waste Water,m3/s,0.0,Python,Water Flow
934,Carlsbad,TwoPassRO,surface_discharge,TDS,kg/m3,73.31,Python,Inlet Constituent
935,Carlsbad,TwoPassRO,surface_discharge,TDS,kg/m3,73.311,Python,Outlet Constituent
936,Carlsbad,TwoPassRO,surface_discharge,TDS,kg/m3,-0.0,Python,Waste Constituent
937,Carlsbad,TwoPassRO,surface_discharge,TDS,kg,160.405,Python,Inlet Constituent Total Mass
938,Carlsbad,TwoPassRO,surface_discharge,TDS,kg,160.405,Python,Outlet Constituent Total Mass
939,Carlsbad,TwoPassRO,surface_discharge,TDS,kg,-0.0,Python,Waste Constituent Total Mass
940,Carlsbad,TwoPassRO,surface_discharge,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Inlet Constituent
941,Carlsbad,TwoPassRO,surface_discharge,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
942,Carlsbad,TwoPassRO,surface_discharge,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Waste Constituent
943,Carlsbad,TwoPassRO,surface_discharge,Aluminum_Al2_SO4_3,kg,-0.0,Python,Inlet Constituent Total Mass
944,Carlsbad,TwoPassRO,surface_discharge,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
945,Carlsbad,TwoPassRO,surface_discharge,Aluminum_Al2_SO4_3,kg,-0.0,Python,Waste Constituent Total Mass
946,Carlsbad,TwoPassRO,surface_discharge,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
947,Carlsbad,TwoPassRO,surface_discharge,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
948,Carlsbad,TwoPassRO,surface_discharge,Anionic_Polymer,kg/m3,-0.0,Python,Waste Constituent
949,Carlsbad,TwoPassRO,surface_discharge,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
950,Carlsbad,TwoPassRO,surface_discharge,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
951,Carlsbad,TwoPassRO,surface_discharge,Anionic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
952,Carlsbad,TwoPassRO,surface_discharge,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
953,Carlsbad,TwoPassRO,surface_discharge,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
954,Carlsbad,TwoPassRO,surface_discharge,Cationic_Polymer,kg/m3,-0.0,Python,Waste Constituent
955,Carlsbad,TwoPassRO,surface_discharge,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
956,Carlsbad,TwoPassRO,surface_discharge,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
957,Carlsbad,TwoPassRO,surface_discharge,Cationic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
958,Carlsbad,TwoPassRO,surface_discharge,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
959,Carlsbad,TwoPassRO,surface_discharge,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
960,Carlsbad,TwoPassRO,surface_discharge,Sulphuric_Acid_H2SO4,kg/m3,-0.0,Python,Waste Constituent
961,Carlsbad,TwoPassRO,surface_discharge,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
962,Carlsbad,TwoPassRO,surface_discharge,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
963,Carlsbad,TwoPassRO,surface_discharge,Sulphuric_Acid_H2SO4,kg,-0.0,Python,Waste Constituent Total Mass
964,Carlsbad,TwoPassRO,surface_discharge,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
965,Carlsbad,TwoPassRO,surface_discharge,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
966,Carlsbad,TwoPassRO,surface_discharge,Sodium_Bisullfite_NaHSO3,kg/m3,-0.0,Python,Waste Constituent
967,Carlsbad,TwoPassRO,surface_discharge,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
968,Carlsbad,TwoPassRO,surface_discharge,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
969,Carlsbad,TwoPassRO,surface_discharge,Sodium_Bisullfite_NaHSO3,kg,-0.0,Python,Waste Constituent Total Mass
970,Carlsbad,TwoPassRO,surface_discharge,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
971,Carlsbad,TwoPassRO,surface_discharge,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
972,Carlsbad,TwoPassRO,surface_discharge,Lime_Suspension_CaOH_2,kg/m3,-0.0,Python,Waste Constituent
973,Carlsbad,TwoPassRO,surface_discharge,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
974,Carlsbad,TwoPassRO,surface_discharge,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
975,Carlsbad,TwoPassRO,surface_discharge,Lime_Suspension_CaOH_2,kg,-0.0,Python,Waste Constituent Total Mass
976,Carlsbad,TwoPassRO,landfill,Fixed Capital Investment (FCI),$MM,0.007,Python,Cost
977,Carlsbad,TwoPassRO,landfill,Land,$MM,0.0,Python,Cost
978,Carlsbad,TwoPassRO,landfill,Working Capital,$MM,0.0,Python,Cost
979,Carlsbad,TwoPassRO,landfill,Total Capital Investment (TCI),$MM,0.008,Python,Cost
980,Carlsbad,TwoPassRO,landfill,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
981,Carlsbad,TwoPassRO,landfill,Electricity,$MM/yr,0.0,Python,Annual Cost
982,Carlsbad,TwoPassRO,landfill,Other Operating,$MM/yr,0.0,Python,Annual Cost
983,Carlsbad,TwoPassRO,landfill,Employee Salaries,$MM/yr,0.0,Python,Annual Cost
984,Carlsbad,TwoPassRO,landfill,Benefits,$MM/yr,0.0,Python,Annual Cost
985,Carlsbad,TwoPassRO,landfill,Maintenance,$MM/yr,0.0,Python,Annual Cost
986,Carlsbad,TwoPassRO,landfill,Laboratory,$MM/yr,0.0,Python,Annual Cost
987,Carlsbad,TwoPassRO,landfill,Insurance and Taxes,$MM/yr,0.0,Python,Annual Cost
988,Carlsbad,TwoPassRO,landfill,Total Fixed Operating ,$MM/yr,0.0,Python,Annual Cost
989,Carlsbad,TwoPassRO,landfill,Base Employee Salary,$MM/yr,0.0,Python,Annual Cost
990,Carlsbad,TwoPassRO,landfill,Electricity consumption,kWh/m3,0.0,Python,Electricity
991,Carlsbad,TwoPassRO,landfill,Total Unit Cost,$MM,0.008,Python,Cost
992,Carlsbad,TwoPassRO,landfill,Inlet Water,m3/s,0.025,Python,Water Flow
993,Carlsbad,TwoPassRO,landfill,Outlet Water,m3/s,0.025,Python,Water Flow
994,Carlsbad,TwoPassRO,landfill,Waste Water,m3/s,0.0,Python,Water Flow
995,Carlsbad,TwoPassRO,landfill,TDS,kg/m3,0.0,Python,Inlet Constituent
996,Carlsbad,TwoPassRO,landfill,TDS,kg/m3,0.0,Python,Outlet Constituent
997,Carlsbad,TwoPassRO,landfill,TDS,kg/m3,-0.0,Python,Waste Constituent
998,Carlsbad,TwoPassRO,landfill,TDS,kg,0.0,Python,Inlet Constituent Total Mass
999,Carlsbad,TwoPassRO,landfill,TDS,kg,0.0,Python,Outlet Constituent Total Mass
1000,Carlsbad,TwoPassRO,landfill,TDS,kg,-0.0,Python,Waste Constituent Total Mass
1001,Carlsbad,TwoPassRO,landfill,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Inlet Constituent
1002,Carlsbad,TwoPassRO,landfill,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Outlet Constituent
1003,Carlsbad,TwoPassRO,landfill,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Waste Constituent
1004,Carlsbad,TwoPassRO,landfill,Aluminum_Al2_SO4_3,kg,-0.0,Python,Inlet Constituent Total Mass
1005,Carlsbad,TwoPassRO,landfill,Aluminum_Al2_SO4_3,kg,-0.0,Python,Outlet Constituent Total Mass
1006,Carlsbad,TwoPassRO,landfill,Aluminum_Al2_SO4_3,kg,-0.0,Python,Waste Constituent Total Mass
1007,Carlsbad,TwoPassRO,landfill,Anionic_Polymer,kg/m3,-0.0,Python,Inlet Constituent
1008,Carlsbad,TwoPassRO,landfill,Anionic_Polymer,kg/m3,-0.0,Python,Outlet Constituent
1009,Carlsbad,TwoPassRO,landfill,Anionic_Polymer,kg/m3,-0.0,Python,Waste Constituent
1010,Carlsbad,TwoPassRO,landfill,Anionic_Polymer,kg,-0.0,Python,Inlet Constituent Total Mass
1011,Carlsbad,TwoPassRO,landfill,Anionic_Polymer,kg,-0.0,Python,Outlet Constituent Total Mass
1012,Carlsbad,TwoPassRO,landfill,Anionic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
1013,Carlsbad,TwoPassRO,landfill,Cationic_Polymer,kg/m3,-0.0,Python,Inlet Constituent
1014,Carlsbad,TwoPassRO,landfill,Cationic_Polymer,kg/m3,-0.0,Python,Outlet Constituent
1015,Carlsbad,TwoPassRO,landfill,Cationic_Polymer,kg/m3,-0.0,Python,Waste Constituent
1016,Carlsbad,TwoPassRO,landfill,Cationic_Polymer,kg,-0.0,Python,Inlet Constituent Total Mass
1017,Carlsbad,TwoPassRO,landfill,Cationic_Polymer,kg,-0.0,Python,Outlet Constituent Total Mass
1018,Carlsbad,TwoPassRO,landfill,Cationic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
1019,Carlsbad,TwoPassRO,landfill,Sulphuric_Acid_H2SO4,kg/m3,-0.0,Python,Inlet Constituent
1020,Carlsbad,TwoPassRO,landfill,Sulphuric_Acid_H2SO4,kg/m3,-0.0,Python,Outlet Constituent
1021,Carlsbad,TwoPassRO,landfill,Sulphuric_Acid_H2SO4,kg/m3,-0.0,Python,Waste Constituent
1022,Carlsbad,TwoPassRO,landfill,Sulphuric_Acid_H2SO4,kg,-0.0,Python,Inlet Constituent Total Mass
1023,Carlsbad,TwoPassRO,landfill,Sulphuric_Acid_H2SO4,kg,-0.0,Python,Outlet Constituent Total Mass
1024,Carlsbad,TwoPassRO,landfill,Sulphuric_Acid_H2SO4,kg,-0.0,Python,Waste Constituent Total Mass
1025,Carlsbad,TwoPassRO,landfill,Sodium_Bisullfite_NaHSO3,kg/m3,-0.0,Python,Inlet Constituent
1026,Carlsbad,TwoPassRO,landfill,Sodium_Bisullfite_NaHSO3,kg/m3,-0.0,Python,Outlet Constituent
1027,Carlsbad,TwoPassRO,landfill,Sodium_Bisullfite_NaHSO3,kg/m3,-0.0,Python,Waste Constituent
1028,Carlsbad,TwoPassRO,landfill,Sodium_Bisullfite_NaHSO3,kg,-0.0,Python,Inlet Constituent Total Mass
1029,Carlsbad,TwoPassRO,landfill,Sodium_Bisullfite_NaHSO3,kg,-0.0,Python,Outlet Constituent Total Mass
1030,Carlsbad,TwoPassRO,landfill,Sodium_Bisullfite_NaHSO3,kg,-0.0,Python,Waste Constituent Total Mass
1031,Carlsbad,TwoPassRO,landfill,Lime_Suspension_CaOH_2,kg/m3,-0.0,Python,Inlet Constituent
1032,Carlsbad,TwoPassRO,landfill,Lime_Suspension_CaOH_2,kg/m3,-0.0,Python,Outlet Constituent
1033,Carlsbad,TwoPassRO,landfill,Lime_Suspension_CaOH_2,kg/m3,-0.0,Python,Waste Constituent
1034,Carlsbad,TwoPassRO,landfill,Lime_Suspension_CaOH_2,kg,-0.0,Python,Inlet Constituent Total Mass
1035,Carlsbad,TwoPassRO,landfill,Lime_Suspension_CaOH_2,kg,-0.0,Python,Outlet Constituent Total Mass
1036,Carlsbad,TwoPassRO,landfill,Lime_Suspension_CaOH_2,kg,-0.0,Python,Waste Constituent Total Mass
1037,Carlsbad,TwoPassRO,System,System Fixed Capital Investment (FCI),$MM,476.181,Python,Cost
1038,Carlsbad,TwoPassRO,System,System Catalysts and Chemicals,$MM,60.938,Python,Cost
1039,Carlsbad,TwoPassRO,System,System Electricity,$MM,1336.011,Python,Cost
