case_study,units,calculation_type,unit_process,value,constituent,scenario,reference,ref,constituent_longform
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,aeration_basin1,0.5,nonvolatile_toc,baseline,nawi,Pulp and paper case study.,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,aeration_basin1,0.7,bod,baseline,nawi,Pulp and paper case study.,Biological Oxygen Demand (BOD)
default,kg/m3,fractional_constituent_removal,aeration_basin1,0.7,cod,baseline,nawi,Pulp and paper case study.,Chemical Oxygen Demand (COD)
default,kg/m3,fractional_constituent_removal,aeration_basin1,0.70854,toc,baseline,nawi,Pulp and paper case study.,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,aeration_basin1,0.88,eeq,baseline,nawi,Pulp and paper case study.,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,aeration_basin1,0.99,viruses_enteric,baseline,nawi,Pulp and paper case study.,Viruses (enteric)
default,kg/m3,fractional_constituent_removal,aeration_basin1,0.998798,total_coliforms_fecal_ecoli,baseline,nawi,Pulp and paper case study.,Total Coliforms (including fecal coliform andå E. Coli)
default,%,absolute_value,aeration_basin1,60,ultraviolet_transmittance_uvt,baseline,nawi,Pulp and paper case study.,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,aeration_basin2,0.5,bod,baseline,nawi,Pulp and paper case study.,Biological Oxygen Demand (BOD)
default,kg/m3,fractional_constituent_removal,aeration_basin2,0.5,thallium,baseline,nawi,Pulp and paper case study.,Thallium
default,kg/m3,fractional_constituent_removal,anaerobic_digestion_oxidation,0.75,tss,baseline,nawi,Beef Processing case study.,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,anaerobic_digestion_oxidation,0.97,bod,baseline,nawi,Beef Processing case study.,Biological Oxygen Demand (BOD)
default,kg/m3,fractional_constituent_removal,anion_exchange_epa,0.9,tds,baseline,nawi,,
default,kg/m3,fractional_constituent_removal,backwash_solids_handling,0.95,nitrate,baseline,nawi,default,Nitrate (measured as Nitrogen)
default,kg/m3,fractional_constituent_removal,backwash_solids_handling,0.95,toc,baseline,nawi,default,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,backwash_solids_handling,0.95,tss,baseline,nawi,default,Total Suspended Solids (TSS))
default,kg/m3,fractional_constituent_removal,bio_active_filtration,0.2,nonvolatile_toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,bio_active_filtration,0.5,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,%,absolute_value,bio_active_filtration,85,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,bioreactor,0.8,boron,baseline,nawi,Texas Water Development Board IT3PR User Manual,"Boron, dissolved"
default,kg/m3,fractional_constituent_removal,bioreactor,0.965,selenium,baseline,nawi,Texas Water Development Board IT3PR User Manual,Selenium
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,alkalinity_as_caco3,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,aluminum,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,arsenic,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,barium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,bicarbonate_alkalinity_as_caco3,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,boron,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,bromide,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,calcium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,chloride,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,chromium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,cyanide_as_free,baseline,nawi,Estimated by KAS,
default,S/m,fractional_constituent_removal,brine_concentrator,0.98,electrical_conductivity,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,fluoride,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,hardness,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,iron,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,lead,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,magnesium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,manganese,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,mercury,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,nickel,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,nitrate,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,nitrate_as_nitrogen,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,nitrite_as_nitrogen,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,phosphates,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,potassium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,selenium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,silicon,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,silver,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,sodium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,strontium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,sulfate,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,tds,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,total_coliforms_fecal_ecoli,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,trihalomethanes,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,tss,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,turbidity,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,brine_concentrator,0.98,zinc,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,cartridge_filtration,0.2,nonvolatile_toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,cartridge_filtration,0.5,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,fraction,absolute_value,cartridge_filtration,70,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,cas,0.5,nonvolatile_toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,cas,0.5,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,cas,0.70854,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,cas,0.88,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,cas,0.99,viruses_enteric,baseline,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,kg/m3,fractional_constituent_removal,cas,0.998798,total_coliforms_fecal_ecoli,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform andå E. Coli)
default,%,absolute_value,cas,60,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,cas_denitrif,0.5,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,cas_denitrif,0.7,nonvolatile_toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,cas_denitrif,0.70854,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,cas_denitrif,0.8,nitrate,baseline,nawi,Texas Water Development Board IT3PR User Manual,"Nitrate-N, Dissolved"
default,kg/m3,fractional_constituent_removal,cas_denitrif,0.88,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,cas_denitrif,0.99,viruses_enteric,baseline,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,kg/m3,fractional_constituent_removal,cas_denitrif,0.998798,total_coliforms_fecal_ecoli,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform andå E. Coli)
default,%,absolute_value,cas_denitrif,70,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,cas_nitrif,0.5,nonvolatile_toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,cas_nitrif,0.5,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,cas_nitrif,0.70854,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,cas_nitrif,0.88,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,cas_nitrif,0.99,viruses_enteric,baseline,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,kg/m3,fractional_constituent_removal,cas_nitrif,0.998798,total_coliforms_fecal_ecoli,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform andå E. Coli)
default,%,absolute_value,cas_nitrif,70,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,chlorination,0.999148,total_coliforms_fecal_ecoli,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform andå E. Coli)
default,kg/m3,fractional_constituent_removal,chlorination,0.999664,viruses_enteric,baseline,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,kg/m3,fractional_constituent_removal,clarifier,0.990826,tss,baseline,nawi,"Based on ""Sedimentation"" cost model. See references in VAR. There will be minimal water losses.",Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,coag_and_floc,0.95,tss,baseline,nawi,"(1) https://www.mrwa.com/WaterWorksMnl/Chapter%2012%20Coagulation.pdf, (2) Cost Estimating Manual for Water Treatment Facilities (McGivney/Kawamura), (3) https://www.iwapublishing.com/news/coagulation-and-flocculation-water-and-wastewater-treatment, (4) Water and Wastewater Engineering: Design Principles and Practice (Mackenzie L. Davis).",Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,alkalinity_as_caco3,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,aluminum,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,arsenic,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,barium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,bicarbonate_alkalinity_as_caco3,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,boron,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,bromide,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,calcium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,chloride,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,chromium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,cyanide_as_free,baseline,nawi,Estimated by KAS,
default,S/m,fractional_constituent_removal,crystallizer,0.98,electrical_conductivity,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,fluoride,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,hardness,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,iron,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,lead,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,magnesium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,manganese,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,mercury,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,nickel,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,nitrate,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,nitrate_as_nitrogen,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,nitrite_as_nitrogen,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,phosphates,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,potassium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,selenium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,silicon,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,silver,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,sodium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,strontium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,sulfate,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,tds,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,total_coliforms_fecal_ecoli,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,trihalomethanes,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,tss,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,turbidity,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,crystallizer,0.98,zinc,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,deep_bed_filtration,0.2,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,deep_bed_filtration,0.2,nonvolatile_toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,deep_bed_filtration,0.5,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,deep_bed_filtration,0.5,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,deep_bed_filtration,0.8,nitrate,baseline,nawi,Texas Water Development Board IT3PR User Manual,"Nitrate-N, Dissolved"
default,%,absolute_value,deep_bed_filtration,70,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,dissolved_air_flotation,0.95,bod,baseline,nawi,Beef Processing case study.,Biological Oxygen Demand (BOD)
default,kg/m3,fractional_constituent_removal,dissolved_air_flotation,0.95,oil_and_grease,baseline,nawi,Beef Processing case study.,Oil and Grease
default,kg/m3,fractional_constituent_removal,dissolved_air_flotation,0.95,tss,baseline,nawi,Beef Processing case study.,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,dual_media_filtration,0.2,nonvolatile_toc,baseline,nawi,Monterey case study.,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,dual_media_filtration,0.2,toc,baseline,nawi,Monterey case study.,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,dual_media_filtration,0.97,tss,baseline,nawi,Monterey case study.,Total Suspended Solids (TSS)
default,%,absolute_value,dual_media_filtration,70,ultraviolet_transmittance_uvt,baseline,nawi,Monterey case study.,Ultraviolet Transmittance (UVT)
default,pH,delta_constituent_or_property,electrodialysis_reversal,-0.77,ph_max,baseline,nawi,Irwin case study.,pH_Max
default,pH,delta_constituent_or_property,electrodialysis_reversal,-0.77,ph_min,baseline,nawi,Irwin case study.,pH_Min
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.808696,tds,baseline,nawi,Irwin case study.,Total Dissolved Solids (TDS)
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.823529,fluoride,baseline,nawi,Irwin case study.,Fluoride
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.830347,bicarbonate_alkalinity_as_caco3,baseline,nawi,Irwin case study.,Bicarbonate Alkalinity as CaCO3
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.869487,sodium,baseline,nawi,Irwin case study.,"Sodium, Dissolved"
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.881773,nitrate,baseline,nawi,Irwin case study.,"Nitrate-N, Dissolved"
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.881773,nitrate_as_nitrogen,baseline,nawi,Irwin case study.,Nitrate (measured as Nitrogen)
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.891013,chloride,baseline,nawi,Irwin case study.,Chloride
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.892,arsenic,baseline,nawi,Irwin case study.,Arsenic
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.898876,potassium,baseline,nawi,Irwin case study.,Potassium
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.904762,magnesium,baseline,nawi,Irwin case study.,"Magnesium, Dissolved"
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.923325,sulfate,baseline,nawi,Irwin case study.,"Sulfate, Dissolved"
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.924528,hardness,baseline,nawi,Irwin case study.,Hardness
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.927273,calcium,baseline,nawi,Irwin case study.,"Calcium, Dissolved"
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.95,strontium,baseline,nawi,Irwin case study.,Strontium
default,kg/m3,fractional_constituent_removal,electrodialysis_reversal,0.995,barium,baseline,nawi,Irwin case study.,Barium
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,alkalinity_as_caco3,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,aluminum,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,arsenic,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,barium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,bicarbonate_alkalinity_as_caco3,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,boron,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,bromide,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,calcium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,chloride,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,chromium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,cyanide_as_free,baseline,nawi,Estimated by KAS,
default,S/m,fractional_constituent_removal,evaporation_pond,0.98,electrical_conductivity,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,fluoride,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,hardness,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,iron,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,lead,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,magnesium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,manganese,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,mercury,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,nickel,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,nitrate,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,nitrate_as_nitrogen,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,nitrite_as_nitrogen,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,phosphates,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,potassium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,selenium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,silicon,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,silver,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,sodium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,strontium,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,sulfate,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,tds,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,total_coliforms_fecal_ecoli,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,trihalomethanes,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,tss,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,turbidity,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,evaporation_pond,0.98,zinc,baseline,nawi,Estimated by KAS,
default,kg/m3,fractional_constituent_removal,gac_pressure_vessel,0.2,nonvolatile_toc,baseline,nawi,EPA model: https://www.epa.gov/sdwa/drinking-water-treatment-technology-unit-cost-models,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,gac_pressure_vessel,0.97,tss,baseline,nawi,EPA model: https://www.epa.gov/sdwa/drinking-water-treatment-technology-unit-cost-models,Total Suspended Solids (TSS)
default,%,absolute_value,gac_pressure_vessel,85,ultraviolet_transmittance_uvt,baseline,nawi,EPA model: https://www.epa.gov/sdwa/drinking-water-treatment-technology-unit-cost-models,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,iron_and_manganese_removal,0.9,iron,baseline,nawi,"(1) https://onlinelibrary.wiley.com/doi/pdf/10.1002/9780470260036.ch5, (2) Cost Estimating Manual for Water Treatment Facilities (McGivney/Kawamura), (3) https://www.lenntech.com/schema-of-an-iron-removal-system.htm, (4) https://www.osti.gov/servlets/purl/797810/",Iron
default,kg/m3,fractional_constituent_removal,iron_and_manganese_removal,0.9,manganese,baseline,nawi,"(1) https://onlinelibrary.wiley.com/doi/pdf/10.1002/9780470260036.ch5, (2) Cost Estimating Manual for Water Treatment Facilities (McGivney/Kawamura), (3) https://www.lenntech.com/schema-of-an-iron-removal-system.htm, (4) https://www.osti.gov/servlets/purl/797810/",Manganese
default,kg/m3,fractional_constituent_removal,mbr_denitrification,0.5,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,mbr_denitrification,0.70854,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,mbr_denitrification,0.88,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,mbr_denitrification,0.9,nonvolatile_toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
