case_study,units,calculation_type,unit_process,value,constituent,scenario,reference,ref,constituent_longform
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.80137,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
ocwd,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.80137,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
ocwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9901,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
san_luis,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9901,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
san_luis,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.99262,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
santa_barbara,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.99262,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
santa_barbara,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.991483,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
tampa_bay,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.991483,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
tampa_bay,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9752,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
upw,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9752,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
upw,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
uranium,kg/m3,fractional_constituent_removal,brine_ro,0.992348,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
