CaseStudy,Reference,Scenario,Unit,Type,UnitName,ToUnitName,FromPort,Parameter
kbhdp,nawi,baseline,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 12}
kbhdp,nawi,baseline,deep_well_injection,waste,deep_well_injection,,,"{'pipe_distance': 22, 'lift_height': 400}"
kbhdp,nawi,baseline,municipal_drinking,use,municipal_drinking,,,
,,,,,,,,
kbhdp,nawi,zld_a,well_field,intake,well_field,"caustic_soda_addition,media_filtration","outlet,outlet","{'water_type': ['kbhdp_brackish_ave'], 'split_fraction': [0.393, 0.607]}"
kbhdp,nawi,zld_a,media_filtration,treatment,media_filtration,cartridge_filtration,outlet,
kbhdp,nawi,zld_a,cartridge_filtration,treatment,cartridge_filtration,anti_scalant_addition,outlet,
kbhdp,nawi,zld_a,anti_scalant_addition,treatment,anti_scalant_addition,ro_first_stage,outlet,{'dose': 5}
kbhdp,nawi,zld_a,reverse_osmosis,treatment,ro_first_stage,"caustic_soda_addition,passthrough","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_a,basic_unit,treatment,passthrough,lime_softening,outlet,{'unit_process_name': 'passthrough'}
kbhdp,nawi,zld_a,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
kbhdp,nawi,zld_a,reverse_osmosis,treatment,ro_second_stage,"caustic_soda_addition,evaporation_pond","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_a,caustic_soda_addition,treatment,caustic_soda_addition,chlorination,outlet,{'dose': 30}
kbhdp,nawi,zld_a,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
kbhdp,nawi,zld_a,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 12}
kbhdp,nawi,zld_a,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,{'approach': 'wt3'}
kbhdp,nawi,zld_a,landfill_zld,waste,landfill_zld,,,
kbhdp,nawi,zld_a,municipal_drinking,use,municipal_drinking,,,
,,,,,,,,
kbhdp,nawi,zld_b,well_field,intake,well_field,"caustic_soda_addition,media_filtration","outlet,outlet","{'water_type': ['kbhdp_brackish_ave'], 'split_fraction': [0.393, 0.607]}"
kbhdp,nawi,zld_b,media_filtration,treatment,media_filtration,cartridge_filtration,outlet,
kbhdp,nawi,zld_b,cartridge_filtration,treatment,cartridge_filtration,anti_scalant_addition,outlet,
kbhdp,nawi,zld_b,anti_scalant_addition,treatment,anti_scalant_addition,ro_first_stage,outlet,{'dose': 5}
kbhdp,nawi,zld_b,reverse_osmosis,treatment,ro_first_stage,"caustic_soda_addition,passthrough","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_b,basic_unit,treatment,passthrough,lime_softening,outlet,{'unit_process_name': 'passthrough'}
kbhdp,nawi,zld_b,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
kbhdp,nawi,zld_b,reverse_osmosis,treatment,ro_second_stage,"caustic_soda_addition,brine_concentrator","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_b,caustic_soda_addition,treatment,caustic_soda_addition,chlorination,outlet,{'dose': 30}
kbhdp,nawi,zld_b,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
kbhdp,nawi,zld_b,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 12}
kbhdp,nawi,zld_b,brine_concentrator,treatment,brine_concentrator,"treated_storage,evaporation_pond","outlet,waste",
kbhdp,nawi,zld_b,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,{'approach': 'wt3'}
kbhdp,nawi,zld_b,landfill_zld,waste,landfill_zld,,,
kbhdp,nawi,zld_b,municipal_drinking,use,municipal_drinking,,,
,,,,,,,,
kbhdp,nawi,zld_c,well_field,intake,well_field,"caustic_soda_addition,media_filtration","outlet,outlet","{'water_type': ['kbhdp_brackish_ave'], 'split_fraction': [0.393, 0.607]}"
kbhdp,nawi,zld_c,media_filtration,treatment,media_filtration,cartridge_filtration,outlet,
kbhdp,nawi,zld_c,cartridge_filtration,treatment,cartridge_filtration,anti_scalant_addition,outlet,
kbhdp,nawi,zld_c,anti_scalant_addition,treatment,anti_scalant_addition,ro_first_stage,outlet,{'dose': 5}
kbhdp,nawi,zld_c,reverse_osmosis,treatment,ro_first_stage,"caustic_soda_addition,passthrough","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_c,basic_unit,treatment,passthrough,lime_softening,outlet,{'unit_process_name': 'passthrough'}
kbhdp,nawi,zld_c,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
kbhdp,nawi,zld_c,reverse_osmosis,treatment,ro_second_stage,"caustic_soda_addition,brine_concentrator","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_c,caustic_soda_addition,treatment,caustic_soda_addition,chlorination,outlet,{'dose': 30}
kbhdp,nawi,zld_c,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
kbhdp,nawi,zld_c,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 12}
kbhdp,nawi,zld_c,brine_concentrator,treatment,brine_concentrator,"treated_storage,crystallizer","outlet,waste",
kbhdp,nawi,zld_c,crystallizer,treatment,crystallizer,"treated_storage,landfill_zld","outlet,waste",{'approach': 'wt3'}
kbhdp,nawi,zld_c,landfill_zld,waste,landfill_zld,,,
kbhdp,nawi,zld_c,municipal_drinking,use,municipal_drinking,,,
,,,,,,,,
kbhdp,nawi,dwi,well_field,intake,well_field,"caustic_soda_addition,media_filtration","outlet,outlet","{'water_type': ['kbhdp_brackish_ave'], 'split_fraction': [0.393, 0.607]}"
kbhdp,nawi,dwi,media_filtration,treatment,media_filtration,cartridge_filtration,outlet,
kbhdp,nawi,dwi,cartridge_filtration,treatment,cartridge_filtration,anti_scalant_addition,outlet,
kbhdp,nawi,dwi,anti_scalant_addition,treatment,anti_scalant_addition,ro_first_stage,outlet,{'dose': 5}
kbhdp,nawi,dwi,reverse_osmosis,treatment,ro_first_stage,"caustic_soda_addition,passthrough","outlet,waste",{'erd': 'no'}
kbhdp,nawi,dwi,basic_unit,treatment,passthrough,lime_softening,outlet,{'unit_process_name': 'passthrough'}
kbhdp,nawi,dwi,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
kbhdp,nawi,dwi,reverse_osmosis,treatment,ro_second_stage,"caustic_soda_addition,deep_well_injection","outlet,waste",{'erd': 'no'}
kbhdp,nawi,dwi,caustic_soda_addition,treatment,caustic_soda_addition,chlorination,outlet,{'dose': 30}
kbhdp,nawi,dwi,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
kbhdp,nawi,dwi,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 12}
kbhdp,nawi,dwi,deep_well_injection,waste,deep_well_injection,,,"{'pipe_distance': 22, 'lift_height': 400}"
kbhdp,nawi,dwi,municipal_drinking,use,municipal_drinking,,,
,,,,,,,,
MUNICIPAL,,,,,,,,
,,,,,,,,
big_spring,nawi,baseline,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,baseline,microfiltration,treatment,microfiltration,reverse_osmosis,outlet,
big_spring,nawi,baseline,reverse_osmosis,treatment,reverse_osmosis,uv_aop,outlet,{'erd': 'no'}
big_spring,nawi,baseline,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,baseline,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,baseline,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,baseline,surface_discharge,waste,surface_discharge,,,
,,,,,,,,
big_spring,nawi,dwi_a,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,dwi_a,microfiltration,treatment,microfiltration,"reverse_osmosis,deep_well_injection","outlet,waste",
big_spring,nawi,dwi_a,reverse_osmosis,treatment,reverse_osmosis,"uv_aop,deep_well_injection","outlet,waste",{'erd': 'no'}
big_spring,nawi,dwi_a,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,dwi_a,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,dwi_a,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,dwi_a,deep_well_injection,waste,deep_well_injection,,,"{'pipe_distance': 10, 'lift_height': 400}"
,,,,,,,,
big_spring,nawi,dwi_b,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,dwi_b,microfiltration,treatment,microfiltration,"ro_first_stage,deep_well_injection","outlet,waste",
big_spring,nawi,dwi_b,reverse_osmosis,treatment,ro_first_stage,"uv_aop,passthrough","outlet,waste",{'erd': 'no'}
big_spring,nawi,dwi_b,basic_unit,treatment,passthrough,ozone,outlet,{'unit_process_name': 'passthrough'}
big_spring,nawi,dwi_b,ozone_aop,treatment,ozone,bio_active_filtration,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
big_spring,nawi,dwi_b,basic_unit,treatment,bio_active_filtration,lime_softening,outlet,{'unit_process_name': 'bio_active_filtration'}
big_spring,nawi,dwi_b,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
big_spring,nawi,dwi_b,reverse_osmosis,treatment,ro_second_stage,"uv_aop,deep_well_injection","outlet,waste",{'erd': 'no'}
big_spring,nawi,dwi_b,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,dwi_b,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,dwi_b,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,dwi_b,deep_well_injection,waste,deep_well_injection,,,"{'pipe_distance': 10, 'lift_height': 400}"
big_spring,nawi,dwi_b,surface_discharge,waste,surface_discharge,,,
,,,,,,,,
big_spring,nawi,zld_a,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,zld_a,microfiltration,treatment,microfiltration,"ro_first_stage,evaporation_pond","outlet,waste",
big_spring,nawi,zld_a,reverse_osmosis,treatment,ro_first_stage,"uv_aop,passthrough","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_a,basic_unit,treatment,passthrough,ozone,outlet,{'unit_process_name': 'passthrough'}
big_spring,nawi,zld_a,ozone_aop,treatment,ozone,bio_active_filtration,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
big_spring,nawi,zld_a,basic_unit,treatment,bio_active_filtration,lime_softening,outlet,{'unit_process_name': 'bio_active_filtration'}
big_spring,nawi,zld_a,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
big_spring,nawi,zld_a,reverse_osmosis,treatment,ro_second_stage,"uv_aop,evaporation_pond","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_a,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,zld_a,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,zld_a,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,{'approach': 'wt3'}
big_spring,nawi,zld_a,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,zld_a,landfill_zld,waste,landfill_zld,,,
,,,,,,,,
big_spring,nawi,zld_b,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,zld_b,microfiltration,treatment,microfiltration,ro_first_stage,outlet,
big_spring,nawi,zld_b,reverse_osmosis,treatment,ro_first_stage,"uv_aop,passthrough","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_b,basic_unit,treatment,passthrough,ozone,outlet,{'unit_process_name': 'passthrough'}
big_spring,nawi,zld_b,ozone_aop,treatment,ozone,bio_active_filtration,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
big_spring,nawi,zld_b,basic_unit,treatment,bio_active_filtration,lime_softening,outlet,{'unit_process_name': 'bio_active_filtration'}
big_spring,nawi,zld_b,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
big_spring,nawi,zld_b,reverse_osmosis,treatment,ro_second_stage,"uv_aop,brine_concentrator","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_b,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,zld_b,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,zld_b,brine_concentrator,treatment,brine_concentrator,"treated_storage,evaporation_pond","outlet,waste",
big_spring,nawi,zld_b,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,{'approach': 'wt3'}
big_spring,nawi,zld_b,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,zld_b,landfill_zld,waste,landfill_zld,,,
,,,,,,,,
big_spring,nawi,zld_c,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,zld_c,microfiltration,treatment,microfiltration,ro_first_stage,outlet,{'unit_process_name': 'microfiltration'}
big_spring,nawi,zld_c,reverse_osmosis,treatment,ro_first_stage,"uv_aop,passthrough","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_c,basic_unit,treatment,passthrough,ozone,outlet,{'unit_process_name': 'passthrough'}
big_spring,nawi,zld_c,ozone_aop,treatment,ozone,bio_active_filtration,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
big_spring,nawi,zld_c,basic_unit,treatment,bio_active_filtration,lime_softening,outlet,{'unit_process_name': 'bio_active_filtration'}
big_spring,nawi,zld_c,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
big_spring,nawi,zld_c,reverse_osmosis,treatment,ro_second_stage,"uv_aop,brine_concentrator","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_c,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,zld_c,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,zld_c,brine_concentrator,treatment,brine_concentrator,"treated_storage,crystallizer","outlet,waste",
big_spring,nawi,zld_c,crystallizer,treatment,crystallizer,landfill_zld,outlet,
big_spring,nawi,zld_c,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,zld_c,landfill_zld,waste,landfill_zld,,,
,,,,,,,,
hrsd,nawi,baseline,water_pumping_station,intake,swift_feed_pump,coag_and_floc,outlet,"{'water_type': ['hrsd_municipal'], 'pump_type': 'raw', 'pump_power': 125}"
hrsd,nawi,baseline,coag_and_floc,treatment,coag_and_floc,sedimentation,outlet,"{'alum_dose' : 10, 'polymer_dose': 0.1}"
hrsd,nawi,baseline,sedimentation,treatment,sedimentation,ozonation,outlet,{'settling_velocity': 0.005}
hrsd,nawi,baseline,ozone_aop,treatment,ozonation,fixed_bed_gravity_basin,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
hrsd,nawi,baseline,fixed_bed_gravity_basin,treatment,fixed_bed_gravity_basin,gac_pressure_vessel,outlet,
hrsd,nawi,baseline,gac_pressure_vessel,treatment,gac_pressure_vessel,"uv_irradiation,backwash_pump","outlet,waste",{'ebct': 10}
hrsd,nawi,baseline,uv_aop,treatment,uv_irradiation,ion_exchange,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 200, 'aop': False, 'uvt_in': 0.9}"
hrsd,nawi,baseline,anion_exchange,treatment,ion_exchange,chlorination,outlet,
hrsd,nawi,baseline,chlorination,treatment,chlorination,treated_storage,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 5.2}"
hrsd,nawi,baseline,treated_storage,treatment,treated_storage,recharge_pump,outlet,{'hours': 6}
hrsd,nawi,baseline,water_pumping_station,treatment,recharge_pump,recharge_pump_well,outlet,"{'pump_type': 'treated', 'pump_power': 250}"
hrsd,nawi,baseline,water_pumping_station,treatment,backwash_pump,sludge_tank,outlet,"{'pump_type': 'treated', 'pump_power': 50}"
hrsd,nawi,baseline,basic_unit,use,recharge_pump_well,,,{'unit_process_name': 'recharge_pump_well'}
hrsd,nawi,baseline,basic_unit,waste,sludge_tank,,,{'unit_process_name': 'sludge_tank'}
,,,,,,,,
ocwd,nawi,baseline,water_pumping_station,intake,water_pumping_station,"microscreen_filtration,flow_equalization","outlet,outlet","{'water_type': ['ocwd_feed'], 'pump_type': 'raw', 'split_fraction': [0.85, 0.15]}"
ocwd,nawi,baseline,holding_tank,treatment,flow_equalization,microscreen_filtration,outlet,"{'avg_storage_time': 12, 'surge_cap': 0}"
ocwd,nawi,baseline,basic_unit,treatment,microscreen_filtration,chlorination,outlet,{'unit_process_name': 'microscreen_filtration'}
ocwd,nawi,baseline,chlorination,treatment,chlorination,microfiltration,outlet,{'chemical_name': 'Chlorine'}
ocwd,nawi,baseline,microfiltration,treatment,microfiltration,buffer_tank,outlet,{'unit_process_name': 'microfiltration'}
ocwd,nawi,baseline,basic_unit,treatment,buffer_tank,sulfuric_acid_addition,outlet,{'unit_process_name': 'buffer_tank'}
ocwd,nawi,baseline,sulfuric_acid_addition,treatment,sulfuric_acid_addition,anti_scalant_addition,outlet,{'dose': 10}
ocwd,nawi,baseline,anti_scalant_addition,treatment,anti_scalant_addition,cartridge_filtration,outlet,{'dose': 5}
ocwd,nawi,baseline,cartridge_filtration,treatment,cartridge_filtration,reverse_osmosis,outlet,
ocwd,nawi,baseline,reverse_osmosis,treatment,reverse_osmosis,uv_aop,outlet,{'erd': 'no'}
ocwd,nawi,baseline,uv_aop,treatment,uv_aop,decarbonator,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 350, 'aop': True, 'uvt_in': 0.95}"
ocwd,nawi,baseline,basic_unit,treatment,decarbonator,lime_addition,outlet,{'unit_process_name': 'decarbonator'}
ocwd,nawi,baseline,lime_addition,treatment,lime_addition,treated_storage,outlet,{'lime': 2.3}
ocwd,nawi,baseline,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 24}
ocwd,nawi,baseline,municipal_drinking,use,municipal_drinking,,,
ocwd,nawi,baseline,surface_discharge,waste,surface_discharge,,,
,,,,,,,,
solaire,nawi,baseline,holding_tank,intake,onsite_storage,water_pumping_station,outlet,"{'water_type': ['solaire_graywater', 'solaire_blackwater'], 'avg_storage_time': 24, 'surge_cap': 0}"
solaire,nawi,baseline,water_pumping_station,treatment,water_pumping_station,mbr_nitrification,outlet,"{'pump_type': 'raw', 'lift_height': 10}"
solaire,nawi,baseline,basic_unit,treatment,mbr_nitrification,ozone_aop,outlet,{'unit_process_name': 'mbr_nitrification'}
solaire,nawi,baseline,ozone_aop,treatment,ozone_aop,uv_irradiation,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': True}"
solaire,nawi,baseline,uv_aop,treatment,uv_irradiation,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 350, 'aop': False, 'uvt_in': 0.95}"
solaire,nawi,baseline,treated_storage,treatment,treated_storage,energy_recovery,outlet,{'hours': 3}
solaire,nawi,baseline,basic_unit,treatment,energy_recovery,graywater_supply,outlet,{'unit_process_name': 'energy_recovery'}
solaire,nawi,baseline,basic_unit,use,graywater_supply,,,{'unit_process_name': 'cooling_supply'}
solaire,nawi,baseline,surface_discharge,waste,surface_discharge,,,
,,,,,,,,
MINING,,,,,,,,
,,,,,,,,
heap_leaching,nawi,baseline,well_field,intake,well_field,heap_leaching,outlet,{'water_type': ['ore_heap_make_up']}
heap_leaching,nawi,baseline,heap_leaching,intake,heap_leaching,agglom_stacking,outlet,{'water_type': ['ore_heap_recycle']}
heap_leaching,nawi,baseline,agglom_stacking,treatment,agglom_stacking,solution_distribution_and_recovery_plant,outlet,
heap_leaching,nawi,baseline,solution_distribution_and_recovery_plant,treatment,solution_distribution_and_recovery_plant,industrial,outlet,
heap_leaching,nawi,baseline,basic_unit,use,industrial,,,{'unit_process_name':'industrial'}
heap_leaching,nawi,baseline,surface_discharge,waste,surface_discharge,,,
,,,,,,,,
lithium,nawi,baseline,well_field,intake,well_field,evaporation_pond_a,outlet,{'water_type': ['lithium_brine']}
lithium,nawi,baseline,evaporation_pond,treatment,evaporation_pond_a,sedimentation,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
lithium,nawi,baseline,sedimentation,treatment,sedimentation,"evaporation_pond_b,sludge_tank","outlet,waste",{'settling_velocity': 0.005}
lithium,nawi,baseline,evaporation_pond,treatment,evaporation_pond_b,holding_tank,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
lithium,nawi,baseline,holding_tank,treatment,holding_tank,industrial,outlet,"{'avg_storage_time': 24, 'surge_cap': 0.2}"
lithium,nawi,baseline,basic_unit,use,industrial,,,{'unit_process_name': 'industrial'}
lithium,nawi,baseline,basic_unit,waste,sludge_tank,,,{'unit_process_name': 'sludge_tank'}
,,,,,,,,
lithium,nawi,add_bc,well_field,intake,well_field,brine_concentrator,outlet,{'water_type': ['lithium_brine']}
lithium,nawi,add_bc,brine_concentrator,treatment,brine_concentrator,"holding_tank,evaporation_pond_a","outlet,waste",
lithium,nawi,add_bc,evaporation_pond,treatment,evaporation_pond_a,sedimentation,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
lithium,nawi,add_bc,sedimentation,treatment,sedimentation,"evaporation_pond_b,sludge_tank","outlet,waste",{'settling_velocity': 0.005}
lithium,nawi,add_bc,evaporation_pond,treatment,evaporation_pond_b,holding_tank,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
lithium,nawi,add_bc,holding_tank,treatment,holding_tank,industrial,outlet,"{'avg_storage_time': 24, 'surge_cap': 0.2}"
lithium,nawi,add_bc,basic_unit,use,industrial,,,{'unit_process_name': 'industrial'}
lithium,nawi,add_bc,basic_unit,waste,sludge_tank,,,{'unit_process_name': 'sludge_tank'}
,,,,,,,,
uranium,nawi,baseline,well_field,intake,active_mine,pump_active,outlet,{'water_type': ['uranium_active']}
uranium,nawi,baseline,basic_unit,treatment,pump_active,ion_exchange,outlet,{'unit_process_name': 'raw_water_pump1'}
uranium,nawi,baseline,anion_exchange_epa,treatment,ion_exchange,ro_production,waste,
uranium,nawi,baseline,reverse_osmosis,treatment,ro_production,ro_restore_stage,waste,{'erd': 'no'}
uranium,nawi,baseline,reverse_osmosis,treatment,ro_restore_stage,"industrial_use,passthrough,lined_storage","outlet,outlet,waste","{'erd': 'no', 'split_fraction': [0.74, 0.26]}"
uranium,nawi,baseline,treated_storage,treatment,lined_storage,deep_well_injection,waste,{'hours': 24}
uranium,nawi,baseline,well_field,intake,restoration_mine,pump_restore,outlet,{'water_type': ['uranium_restore']}
uranium,nawi,baseline,basic_unit,treatment,pump_restore,ro_restore,outlet,{'unit_process_name': 'raw_water_pump1'}
uranium,nawi,baseline,reverse_osmosis,treatment,ro_restore,ro_restore_stage,waste,{'erd': 'no'}
uranium,nawi,baseline,deep_well_injection,waste,deep_well_injection,,,"{'incl_piping': False, 'pipe_distance': 22}"
uranium,nawi,baseline,basic_unit,use,industrial_use,,,{'unit_process_name': 'industrial'}
uranium,nawi,baseline,basic_unit,treatment,passthrough,,,{'unit_process_name': 'passthrough'}
,,,,,,,,
,,,,,,,,
POWER,,,,,,,,
cherokee,nawi,baseline,cooling_tower,intake,cooling_tower_a,coag_and_floc,outlet,"{'water_type': ['cherokee_ct_makeup'], 'method': 'make_up_mass_balance', 'cycles': 6}"
cherokee,nawi,baseline,coag_and_floc,treatment,coag_and_floc,"clarifier,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
cherokee,nawi,baseline,basic_unit,treatment,clarifier,"settling_pond,landfill","outlet,waste",{'unit_process_name': 'clarifier'}
cherokee,nawi,baseline,basic_unit,treatment,settling_pond,discharge,outlet,{'unit_process_name': 'settling_pond'}
cherokee,nawi,baseline,passthrough,intake,city_water_intake,"anti_scalant_addition,cooling_tower_b","outlet,outlet","{'water_type': ['denver_city_water'], 'split_fraction': [0.5, 0.5]}"
cherokee,nawi,baseline,cooling_tower,treatment,cooling_tower_b,anti_scalant_addition,outlet,"{'method': 'make_up_mass_balance', 'cycles': 2}"
cherokee,nawi,baseline,anti_scalant_addition,treatment,anti_scalant_addition,media_filtration,outlet,{'dose': 5}
cherokee,nawi,baseline,media_filtration,treatment,media_filtration,gac_gravity,outlet,
cherokee,nawi,baseline,gac_gravity,treatment,gac_gravity,boiler_ro,outlet,{'ebct': 10}
cherokee,nawi,baseline,reverse_osmosis,treatment,boiler_ro,"mixed_bed_ax,coag_and_floc","outlet,waste",{'erd': 'no'}
cherokee,nawi,baseline,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,coag_and_floc","outlet,waste",
cherokee,nawi,baseline,cation_exchange,treatment,mixed_bed_cx,"treated_storage,coag_and_floc","outlet,waste",
cherokee,nawi,baseline,treated_storage,treatment,treated_storage,industrial,outlet,{'hours': 3}
cherokee,nawi,baseline,basic_unit,use,industrial,,,{'unit_process_name': 'industrial'}
cherokee,nawi,baseline,basic_unit,use,discharge,,,{'unit_process_name': 'discharge'}
cherokee,nawi,baseline,landfill,waste,landfill,,,
,,,,,,,,
cherokee,nawi,zld_ct,cooling_tower,intake,cooling_tower_a,coag_and_floc,outlet,"{'water_type': ['cherokee_ct_makeup'], 'method': 'make_up_mass_balance', 'cycles': 6}"
cherokee,nawi,zld_ct,coag_and_floc,treatment,coag_and_floc,"clarifier,filter_press","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
cherokee,nawi,zld_ct,basic_unit,treatment,clarifier,"media_filtration_a,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
cherokee,nawi,zld_ct,basic_unit,treatment,media_filtration_a,"reverse_osmosis_a,filter_press","outlet,waste",{'unit_process_name': 'media_filtration'}
cherokee,nawi,zld_ct,reverse_osmosis,treatment,reverse_osmosis_a,"treated_storage_a,evaporation_pond","outlet,waste",{'erd': 'no'}
cherokee,nawi,zld_ct,treated_storage,treatment,treated_storage_a,industrial_b,outlet,{'hours': 12}
