,Unit Process Name,Variable,Value,Metric,Unit,Case Study,Scenario
1096,backwash_solids_handling,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1097,backwash_solids_handling,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1098,backwash_solids_handling,sulfate,0.268,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1099,backwash_solids_handling,sulfate,0.282,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1100,backwash_solids_handling,sulfate,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
1101,backwash_solids_handling,sulfate,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1102,backwash_solids_handling,sulfate,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1103,backwash_solids_handling,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1104,backwash_solids_handling,tds,3.501,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1105,backwash_solids_handling,tds,3.686,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1106,backwash_solids_handling,tds,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
1107,backwash_solids_handling,tds,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1108,backwash_solids_handling,tds,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1109,backwash_solids_handling,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1110,landfill,Electricity Intensity,0.0,Electricity,kwh/m3,santa_barbara,baseline
1114,landfill,Total Capital Investment (TCI),0.0,Cost,$MM,santa_barbara,baseline
1115,landfill,Catalysts and Chemicals,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1116,landfill,Electricity,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1117,landfill,Other Variable Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1123,landfill,Fixed Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1126,landfill,Annual O&M Costs,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1127,landfill,Inlet Water,0.0,Water Flow,m3/s,santa_barbara,baseline
1128,landfill,Outlet Water,0.0,Water Flow,m3/s,santa_barbara,baseline
1129,landfill,Waste Water,0.0,Water Flow,m3/s,santa_barbara,baseline
1130,landfill,bromide,0.004,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1131,landfill,bromide,0.004,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1132,landfill,bromide,0.01,Waste Constituent Density,kg/m3,santa_barbara,baseline
1133,landfill,bromide,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1134,landfill,bromide,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1135,landfill,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1136,landfill,calcium,0.004,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1137,landfill,calcium,0.004,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1138,landfill,calcium,0.01,Waste Constituent Density,kg/m3,santa_barbara,baseline
1139,landfill,calcium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1140,landfill,calcium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1141,landfill,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1142,landfill,chloride,0.004,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1143,landfill,chloride,0.004,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1144,landfill,chloride,0.01,Waste Constituent Density,kg/m3,santa_barbara,baseline
1145,landfill,chloride,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1146,landfill,chloride,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1147,landfill,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1148,landfill,magnesium,0.004,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1149,landfill,magnesium,0.004,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1150,landfill,magnesium,0.01,Waste Constituent Density,kg/m3,santa_barbara,baseline
1151,landfill,magnesium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1152,landfill,magnesium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1153,landfill,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1154,landfill,potassium,0.004,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1155,landfill,potassium,0.004,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1156,landfill,potassium,0.01,Waste Constituent Density,kg/m3,santa_barbara,baseline
1157,landfill,potassium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1158,landfill,potassium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1159,landfill,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1160,landfill,sodium,0.004,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1161,landfill,sodium,0.004,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1162,landfill,sodium,0.01,Waste Constituent Density,kg/m3,santa_barbara,baseline
1163,landfill,sodium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1164,landfill,sodium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1165,landfill,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1166,landfill,strontium,0.004,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1167,landfill,strontium,0.004,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1168,landfill,strontium,0.01,Waste Constituent Density,kg/m3,santa_barbara,baseline
1169,landfill,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1170,landfill,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1171,landfill,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1172,landfill,sulfate,0.004,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1173,landfill,sulfate,0.004,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1174,landfill,sulfate,0.01,Waste Constituent Density,kg/m3,santa_barbara,baseline
1175,landfill,sulfate,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1176,landfill,sulfate,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1177,landfill,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1178,landfill,tds,0.004,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1179,landfill,tds,0.004,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1180,landfill,tds,0.01,Waste Constituent Density,kg/m3,santa_barbara,baseline
1181,landfill,tds,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1182,landfill,tds,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1183,landfill,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1184,municipal_drinking,Electricity Intensity,0.307,Electricity,kwh/m3,santa_barbara,baseline
1188,municipal_drinking,Total Capital Investment (TCI),0.429,Cost,$MM,santa_barbara,baseline
1189,municipal_drinking,Catalysts and Chemicals,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1190,municipal_drinking,Electricity,0.201,Annual Cost,$MM/yr,santa_barbara,baseline
1191,municipal_drinking,Other Variable Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1197,municipal_drinking,Fixed Operating,0.006,Annual Cost,$MM/yr,santa_barbara,baseline
1200,municipal_drinking,Annual O&M Costs,0.207,Annual Cost,$MM/yr,santa_barbara,baseline
1201,municipal_drinking,Inlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
1202,municipal_drinking,Outlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
1203,municipal_drinking,Waste Water,0.0,Water Flow,m3/s,santa_barbara,baseline
1204,municipal_drinking,bromide,0.001,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1205,municipal_drinking,bromide,0.001,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1206,municipal_drinking,bromide,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
1207,municipal_drinking,bromide,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1208,municipal_drinking,bromide,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1209,municipal_drinking,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1210,municipal_drinking,calcium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1211,municipal_drinking,calcium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1212,municipal_drinking,calcium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
1213,municipal_drinking,calcium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1214,municipal_drinking,calcium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1215,municipal_drinking,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1216,municipal_drinking,chloride,0.283,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1217,municipal_drinking,chloride,0.283,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1218,municipal_drinking,chloride,0.028,Waste Constituent Density,kg/m3,santa_barbara,baseline
1219,municipal_drinking,chloride,0.044,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1220,municipal_drinking,chloride,0.044,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1221,municipal_drinking,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1222,municipal_drinking,magnesium,0.019,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1223,municipal_drinking,magnesium,0.019,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1224,municipal_drinking,magnesium,0.002,Waste Constituent Density,kg/m3,santa_barbara,baseline
1225,municipal_drinking,magnesium,0.003,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1226,municipal_drinking,magnesium,0.003,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1227,municipal_drinking,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1228,municipal_drinking,potassium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1229,municipal_drinking,potassium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1230,municipal_drinking,potassium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
1231,municipal_drinking,potassium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1232,municipal_drinking,potassium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1233,municipal_drinking,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1234,municipal_drinking,sodium,0.158,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1235,municipal_drinking,sodium,0.158,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1236,municipal_drinking,sodium,0.016,Waste Constituent Density,kg/m3,santa_barbara,baseline
1237,municipal_drinking,sodium,0.024,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1238,municipal_drinking,sodium,0.024,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1239,municipal_drinking,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1240,municipal_drinking,strontium,0.0,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1241,municipal_drinking,strontium,0.0,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1242,municipal_drinking,strontium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
1243,municipal_drinking,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1244,municipal_drinking,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1245,municipal_drinking,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1246,municipal_drinking,sulfate,0.04,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1247,municipal_drinking,sulfate,0.04,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1248,municipal_drinking,sulfate,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
1249,municipal_drinking,sulfate,0.006,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1250,municipal_drinking,sulfate,0.006,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1251,municipal_drinking,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1252,municipal_drinking,tds,0.109,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1253,municipal_drinking,tds,0.109,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1254,municipal_drinking,tds,0.011,Waste Constituent Density,kg/m3,santa_barbara,baseline
1255,municipal_drinking,tds,0.017,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1256,municipal_drinking,tds,0.017,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1257,municipal_drinking,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1258,surface_discharge,Electricity Intensity,0.102,Electricity,kwh/m3,santa_barbara,baseline
1262,surface_discharge,Total Capital Investment (TCI),3.07,Cost,$MM,santa_barbara,baseline
1263,surface_discharge,Catalysts and Chemicals,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1264,surface_discharge,Electricity,0.067,Annual Cost,$MM/yr,santa_barbara,baseline
1265,surface_discharge,Other Variable Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1271,surface_discharge,Fixed Operating,0.041,Annual Cost,$MM/yr,santa_barbara,baseline
1274,surface_discharge,Annual O&M Costs,0.108,Annual Cost,$MM/yr,santa_barbara,baseline
1275,surface_discharge,Inlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
1276,surface_discharge,Outlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
1277,surface_discharge,Waste Water,0.0,Water Flow,m3/s,santa_barbara,baseline
1278,surface_discharge,bromide,0.131,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1279,surface_discharge,bromide,0.131,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1280,surface_discharge,bromide,0.013,Waste Constituent Density,kg/m3,santa_barbara,baseline
1281,surface_discharge,bromide,0.02,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1282,surface_discharge,bromide,0.02,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1283,surface_discharge,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1284,surface_discharge,calcium,0.811,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1285,surface_discharge,calcium,0.811,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1286,surface_discharge,calcium,0.081,Waste Constituent Density,kg/m3,santa_barbara,baseline
1287,surface_discharge,calcium,0.126,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1288,surface_discharge,calcium,0.126,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1289,surface_discharge,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1290,surface_discharge,chloride,37.944,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1291,surface_discharge,chloride,37.948,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1292,surface_discharge,chloride,3.794,Waste Constituent Density,kg/m3,santa_barbara,baseline
1293,surface_discharge,chloride,5.881,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1294,surface_discharge,chloride,5.881,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1295,surface_discharge,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1296,surface_discharge,magnesium,2.531,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1297,surface_discharge,magnesium,2.531,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1298,surface_discharge,magnesium,0.253,Waste Constituent Density,kg/m3,santa_barbara,baseline
1299,surface_discharge,magnesium,0.392,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1300,surface_discharge,magnesium,0.392,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1301,surface_discharge,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1302,surface_discharge,potassium,0.783,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1303,surface_discharge,potassium,0.783,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1304,surface_discharge,potassium,0.078,Waste Constituent Density,kg/m3,santa_barbara,baseline
1305,surface_discharge,potassium,0.121,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1306,surface_discharge,potassium,0.121,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1307,surface_discharge,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1308,surface_discharge,sodium,21.146,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1309,surface_discharge,sodium,21.148,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1310,surface_discharge,sodium,2.115,Waste Constituent Density,kg/m3,santa_barbara,baseline
1311,surface_discharge,sodium,3.278,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1312,surface_discharge,sodium,3.278,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1313,surface_discharge,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1314,surface_discharge,strontium,0.003,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1315,surface_discharge,strontium,0.003,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1316,surface_discharge,strontium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
1317,surface_discharge,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1318,surface_discharge,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1319,surface_discharge,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1320,surface_discharge,sulfate,5.307,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1321,surface_discharge,sulfate,5.307,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1322,surface_discharge,sulfate,0.531,Waste Constituent Density,kg/m3,santa_barbara,baseline
1323,surface_discharge,sulfate,0.823,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1324,surface_discharge,sulfate,0.823,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1325,surface_discharge,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1326,surface_discharge,tds,69.713,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1327,surface_discharge,tds,69.719,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1328,surface_discharge,tds,6.971,Waste Constituent Density,kg/m3,santa_barbara,baseline
1329,surface_discharge,tds,10.805,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1330,surface_discharge,tds,10.805,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1331,surface_discharge,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1332,System,System Total Capital Investment (TCI),39.067,Cost,$MM,santa_barbara,baseline
1333,System,System Catalysts and Chemicals,13.543,Cost,$MM,santa_barbara,baseline
1334,System,System Electricity,50.189,Cost,$MM,santa_barbara,baseline
1338,System,System Catalysts and Chemicals,0.677,Annual Cost,$MM/yr,santa_barbara,baseline
1339,System,System Electricity,2.509,Annual Cost,$MM/yr,santa_barbara,baseline
1342,System,System Total Operating Cost,3.761,Annual Cost,$MM/yr,santa_barbara,baseline
1343,System,System Levelized Cost,1.414,LCOW,$/m3,santa_barbara,baseline
1344,System,Electricity Intensity,3.841,Electricity,kwh/m3,santa_barbara,baseline
1345,System,Water Recovery,50.0,Water Recovery,%,santa_barbara,baseline
